"word","n"
"фінальн",4
"фінанс",4
"харченк",4
"харчов",4
"художн",4
"художник",4
"царенк",4
"цикл",4
"цікавит",4
"чек",4
"чистяков",4
"членкин",4
"чітк",4
"шах",4
"юліанськ",4
"юн",4
"юридичн",4
"якот",4
"ярмарк",4
"єдност",4
"іванівн",4
"ід",4
"інвалідніст",4
"інтегративн",4
"інтеракт",4
"інформативн",4
"історик",4
"іткомпані",4
"іттехнолог",4
"aurdino",3
"day",3
"desmos",3
"drive",3
"fimi",3
"in",3
"itкомпані",3
"iv",3
"maqueen",3
"meet",3
"mindstorms",3
"neoj",3
"onixsystems",3
"riak",3
"softskills",3
"stemтехнологі",3
"wifi",3
"wos",3
"агенц",3
"адаптац",3
"адміністрац",3
"акаунт",3
"акці",3
"аматор",3
"амплічк",3
"аналогічн",3
"аналізув",3
"аналізувал",3
"аналітик",3
"анатолійович",3
"андрійович",3
"археологічн",3
"асоціац",3
"атестац",3
"атрибут",3
"баланс",3
"баченн",3
"безмежн",3
"бенджамін",3
"бердянськ",3
"берегуленк",3
"близьк",3
"богданівськ",3
"бровченк",3
"будинк",3
"будівельн",3
"бюджет",3
"біженц",3
"біл",3
"біоресурс",3
"васильович",3
"вебдодатк",3
"веброзробк",3
"вебсторінк",3
"величезн",3
"величк",3
"вибірков",3
"виготовил",3
"виклад",3
"викладачок",3
"використовуюч",3
"виник",3
"випал",3
"випускнице",3
"вирощуванн",3
"висвітл",3
"висвітлен",3
"висловлен",3
"висловлюют",3
"висновок",3
"висот",3
"виход",3
"вияв",3
"виявленн",3
"включаюч",3
"влаштув",3
"ворог",3
"восен",3
"впливают",3
"впо",3
"вражен",3
"вразил",3
"враховув",3
"враховуюч",3
"встановлен",3
"вул",3
"вход",3
"вчасн",3
"вчит",3
"вячеславович",3
"відбуваєт",3
"відбірков",3
"відеоматеріал",3
"відзнач",3
"відзначен",3
"відмінност",3
"відмітил",3
"відносин",3
"відображ",3
"відповідают",3
"відпочинк",3
"відраз",3
"відчутт",3
"віков",3
"віталійович",3
"гайворонськ",3
"глибок",3
"глобальн",3
"говорил",3
"готов",3
"готовніст",3
"готув",3
"гравц",3
"грамотн",3
"гривен",3
"григорович",3
"григоріанськ",3
"громадянськ",3
"гру",3
"гссковород",3
"губенк",3
"гуманітарн",3
"дав",3
"двигун",3
"двнз",3
"двіч",3
"дезінформаці",3
"демяненк",3
"держав",3
"держстандарт",3
"дерман",3
"десерт",3
"дзво",3
"диктант",3
"дисертаційн",3
"довкілл",3
"довол",3
"довідник",3
"додатков",3
"докладн",3
"докт",3
"домеханічн",3
"донбаськ",3
"донецьк",3
"доросл",3
"дорівню",3
"дослідит",3
"душ",3
"діагностичн",3
"дійств",3
"ділит",3
"едуард",3
"ек",3
"екватор",3
"екзамен",3
"електричн",3
"електронік",3
"естетичн",3
"етичн",3
"ефективніст",3
"жал",3
"жан",3
"забезпечуют",3
"заверш",3
"загадк",3
"загроз",3
"задав",3
"задзеркалл",3
"займают",3
"займаєт",3
"законодавств",3
"закріпленн",3
"зал",3
"залишк",3
"залучен",3
"залучит",3
"занурил",3
"занурит",3
"заохоченн",3
"заощадженн",3
"запис",3
"запорук",3
"запровадит",3
"запрошув",3
"зареєструв",3
"зарубін",3
"засвоєнн",3
"заслух",3
"заступниц",3
"засіб",3
"заходит",3
"зацікавленн",3
"заяв",3
"зберігают",3
"звернув",3
"згод",3
"згідн",3
"здобувачк",3
"здобувают",3
"здійснил",3
"здійсню",3
"здійснюют",3
"зможут",3
"зміг",3
"знайомит",3
"знаходит",3
"знают",3
"зодіакальн",3
"зпоміж",3
"зупинил",3
"канікул",3
"капітан",3
"карин",3
"квадрокоптер",3
"кейс",3
"ки",3
"клаптиков",3
"ключник",3
"клієнт",3
"ковальчук",3
"кол",3
"кольор",3
"командн",3
"комбінуванн",3
"компетентн",3
"компетентніст",3
"комплекс",3
"комунікаці",3
"консультант",3
"контентн",3
"копі",3
"корик",3
"користуванн",3
"космічн",3
"креативніст",3
"крилат",3
"кущівськ",3
"кількост",3
"кімнат",3
"лаборант",3
"лабораторіє",3
"лав",3
"лауреат",3
"левицьк",3
"локальн",3
"ломж",3
"ломонос",3
"луганськ",3
"ліг",3
"ліщіменк",3
"майданчик",3
"майстерност",3
"майстерніст",3
"ман",3
"марсел",3
"маслян",3
"матеріалознавств",3
"матимут",3
"мед",3
"мельник",3
"методологічн",3
"механік",3
"мобільност",3
"мовн",3
"молодш",3
"молодіжн",3
"моральн",3
"мотив",3
"музичн",3
"мфб",3
"міжшкільн",3
"мінн",3
"міністерств",3
"містил",3
"міф",3
"набув",3
"набутт",3
"набір",3
"навел",3
"навколишн",3
"навчаєм",3
"навчил",3
"нагад",3
"надсил",3
"надісл",3
"називаєт",3
"найцікавіш",3
"наказ",3
"належн",3
"належност",3
"напис",3
"народженн",3
"насамперед",3
"наснаг",3
"наст",3
"настанн",3
"наталіє",3
"науководослідницьк",3
"начальник",3
"нвмироненк",3
"небесн",3
"незалежн",3
"неочікуван",3
"неповторн",3
"непрост",3
"нерівност",3
"нетерпінн",3
"неформальн",3
"нм",3
"новоукраїнськ",3
"носі",3
"ніколаєнк",3
"німеччин",3
"обговор",3
"обертанн",3
"обовязк",3
"образ",3
"обсяг",3
"обчислен",3
"обчисленн",3
"обчислювач",3
"обізнан",3
"оголошен",3
"одеськ",3
"олександрійськ",3
"олексійович",3
"омельченк",3
"онікс",3
"оператор",3
"опитуванн",3
"опублікован",3
"оргкомітет",3
"освоєнн",3
"осередк",3
"особистісн",3
"осіб",3
"офбаранюк",3
"офіс",3
"охарактеризувал",3
"оцінюв",3
"оч",3
"очол",3
"очолю",3
"павук",3
"палітраталантівцд",3
"памят",3
"панел",3
"панувал",3
"парк",3
"перебув",3
"переведенн",3
"передбачал",3
"передбачен",3
"передвищ",3
"переживанн",3
"перейшл",3
"перемогл",3
"переміщенн",3
"персонал",3
"першост",3
"плагіат",3
"плануєт",3
"плат",3
"пнб",3
"побаж",3
"побажанн",3
"повоєнн",3
"поглибленн",3
"подвійн",3
"подопригор",3
"позакласн",3
"позашкільн",3
"позмаг",3
"пол",3
"половин",3
"помічник",3
"попруг",3
"популяризац",3
"порівняльн",3
"поставил",3
"поставит",3
"постанов",3
"потрапит",3
"потребуют",3
"початк",3
"початков",3
"почув",3
"поширен",3
"поєдн",3
"правлінн",3
"прат",3
"предметн",3
"представл",3
"представлял",3
"презентаційн",3
"пригад",3
"пригод",3
"приготуванн",3
"приз",3
"принесл",3
"природн",3
"природокористуванн",3
"прихован",3
"програміст",3
"пройт",3
"пропедевтичн",3
"пропон",3
"процедур",3
"процесор",3
"психологопедагогічн",3
"психосоціальн",3
"публічн",3
"пузік",3
"південн",3
"підвел",3
"підвищит",3
"підсистем",3
"підтрим",3
"пізн",3
"радіст",3
"реаг",3
"реал",3
"реалі",3
"реалізовув",3
"реб",3
"регулярн",3
"резін",3
"реформ",3
"реєстрац",3
"робоплатформ",3
"роборук",3
"роботпавук",3
"робітник",3
"розваг",3
"розвяз",3
"розвязув",3
"розглядают",3
"розгорнут",3
"розгортанн",3
"роздрукован",3
"розкритт",3
"розміщен",3
"розміщув",3
"розподілен",3
"розрахунк",3
"розум",3
"розуміт",3
"розширюют",3
"розібр",3
"рослин",3
"рослинн",3
"рябченк",3
"рівнянн",3
"рідн",3
"різьбленн",3
"річниц",3
"саввичн",3
"савенк",3
"сад",3
"самоосвіт",3
"самооцінк",3
"сатир",3
"свобод",3
"свідомост",3
"світл",3
"світлов",3
"секретар",3
"селян",3
"сенсор",3
"сертифікат",3
"систематичн",3
"скло",3
"скмельничук",3
"скц",3
"слів",3
"смачн",3
"сніжан",3
"соборност",3
"солодк",3
"соціальноекономічн",3
"специфік",3
"спеціалізаціє",3
"спроб",3
"співпрацюют",3
"співтовариств",3
"спікерк",3
"станісл",3
"старост",3
"статус",3
"сторон",3
"стратег",3
"стратегічн",3
"стрімк",3
"стіл",3
"сусідн",3
"сутніст",3
"суттєв",3
"сучасност",3
"сформован",3
"сформованост",3
"схарактеризув",3
"схвальн",3
"схем",3
"сцен",3
"сім",3
"сірик",3
"тагір",3
"тварин",3
"текст",3
"текстов",3
"телеграмканал",3
"телекомунікац",3
"територіальн",3
"тех",3
"тимкович",3
"тривог",3
"трим",3
"турб",3
"туристичн",3
"тіл",3
"узагальненн",3
"узгодит",3
"українц",3
"унікальніст",3
"ухвалил",3
"фактор",3
"флешмоб",3
"фоменк",3
"форостовськ",3
"франк",3
"франклін",3
"франц",3
"франці",3
"філологічн",3
"фінансуванн",3
"харчуванн",3
"хештег",3
"хот",3
"хотіл",3
"хріненк",3
"хіх",3
"цтбс",3
"цілісн",3
"часов",3
"чекаєм",3
"чемпіонат",3
"четверокурсник",3
"четверт",3
"чинник",3
"чит",3
"чуттєв",3
"шар",3
"шашок",3
"шершен",3
"шифруванн",3
"шук",3
"щодн",3
"юв",3
"ювгуртов",3
"юнісеф",3
"явлевицьк",3
"ян",3
"євгенівн",3
"єднанн",3
"ізюмченк",3
"індекс",3
"інклюзивн",3
"інструкціє",3
"інтенсифікац",3
"інтер",3
"academy",2
"akademia",2
"allvideos",2
"androidдодатк",2
"apple",2
"cassandra",2
"chrome",2
"cloud",2
"cm",2
"cuspunotfound",2
"cusu",2
"cusucode",2
"cusukroped",2
"cusulolcode",2
"developer",2
"development",2
"document",2
"email",2
"european",2
"fashion",2
"flutter",2
"fmnstcsp",2
"frontend",2
"group",2
"hbase",2
"here",2
"httpsmriyasocial",2
"httpstmestopdrugsbot",2
"httpswwwinstagramcomkroprobots",2
"huawei",2
"huskylens",2
"iii",2
"iiii",2
"issn",2
"java",2
"joomlaworks",2
"js",2
"kpu",2
"krop",2
"lcd",2
"lviv",2
"math",2
"micromaqueen",2
"ml",2
"mobile",2
"mongodb",2
"monkeys",2
"native",2
"nt",2
"open",2
"openspace",2
"photo",2
"php",2
"plugin",2
"plus",2
"python",2
"qatestlab",2
"react",2
"reactreact",2
"redis",2
"robots",2
"rshtnkv",2
"ruby",2
"salesforce",2
"science",2
"sciense",2
"scratch",2
"shopify",2
"sites",2
"starts",2
"stemпроєкт",2
"stemсередовищ",2
"stemтехнолог",2
"stemшкол",2
"stopdrugsbot",2
"stoprussiachannel",2
"subgend",2
"systems",2
"the",2
"v",2
"vue",2
"with",2
"wordpresswebflow",2
"year",2
"śląska",2
"αртем",2
"βасил",2
"адаптаці",2
"адаптивн",2
"адекватн",2
"адміністратор",2
"азі",2
"активізаці",2
"актуалізуєт",2
"акцентован",2
"албот",2
"алексеєвец",2
"алєксеєвец",2
"америк",2
"аналог",2
"аналогов",2
"андрощук",2
"апаратн",2
"апаратнообчислювальн",2
"апробован",2
"апробув",2
"арттерапевтичн",2
"архівн",2
"архітектур",2
"аспірантк",2
"аспірантур",2
"астрономічн",2
"астрофізик",2
"ауд",2
"аудитор",2
"аутсорсингов",2
"баб",2
"багаторічн",2
"багатосторон",2
"бажают",2
"байдуж",2
"бакалаврат",2
"банк",2
"батьківзасновник",2
"безоплатн",2
"безпекознавств",2
"безперервн",2
"безперечн",2
"безумовн",2
"благ",2
"бог",2
"бойчук",2
"борисівн",2
"ботанічн",2
"ботузов",2
"браузер",2
"бренд",2
"британ",2
"будівництв",2
"бурдун",2
"бі",2
"бібліотец",2
"біобібліографічн",2
"біографі",2
"біржов",2
"вагом",2
"валеріївн",2
"вапанченк",2
"вв",2
"ввечер",2
"ввнародов",2
"вдосконалюв",2
"вебсайт",2
"веденн",2
"верстат",2
"верховн",2
"вершин",2
"взагал",2
"взаємод",2
"вибр",2
"вибірк",2
"вивчен",2
"вивчил",2
"вигр",2
"видавнич",2
"видатн",2
"видов",2
"визнан",2
"визначит",2
"викид",2
"викл",2
"викладен",2
"виконал",2
"використов",2
"використовувал",2
"використовуєт",2
"викуп",2
"викупил",2
"вимушен",2
"виникают",2
"випадк",2
"випробув",2
"виражен",2
"вирізнял",2
"вирішен",2
"висвітленн",2
"висвітлил",2
"виставкимузе",2
"виставок",2
"виступит",2
"виток",2
"вихованц",2
"вихідн",2
"вишукан",2
"виявлял",2
"вказал",2
"включ",2
"вкотр",2
"вкра",2
"вкінц",2
"владислав",2
"власност",2
"властивост",2
"вмотивованіст",2
"вмін",2
"вміст",2
"внесок",2
"вогн",2
"водночас",2
"вознесенськ",2
"вокальн",2
"володимирович",2
"володіт",2
"волонтерств",2
"волошк",2
"вранц",2
"вруч",2
"всебічн",2
"всмктрейд",2
"втрат",2
"втратил",2
"втілен",2
"втілюв",2
"втілюют",2
"входит",2
"вчительметодист",2
"вчительськ",2
"вшанув",2
"вячеславівн",2
"відбувал",2
"відбудут",2
"відвідув",2
"відвідуют",2
"відд",2
"віддален",2
"відділенн",2
"відкрив",2
"відкриваєт",2
"відкритост",2
"відлік",2
"відновленн",2
"відомост",2
"відповідал",2
"відповідаюч",2
"відповіл",2
"відправляют",2
"відпрацюв",2
"відчувал",2
"візуалізаці",2
"вікторин",2
"вікторі",2
"вільненськ",2
"вінницьк",2
"вірим",2
"віцепрезидентк",2
"газ",2
"гайдамацьк",2
"гал",2
"гамбіт",2
"гарантк",2
"гаряч",2
"гасл",2
"гацелюк",2
"генераці",2
"геннадіївн",2
"геометрі",2
"геро",2
"героїчн",2
"гкб",2
"говорит",2
"годованец",2
"головк",2
"голубец",2
"горнятк",2
"горобец",2
"господарств",2
"гостинн",2
"гостинніст",2
"готуют",2
"грамотніст",2
"граничн",2
"грант",2
"грек",2
"григор",2
"гриневич",2
"грош",2
"гімназі",2
"гірник",2
"гірнич",2
"далек",2
"девелоперськ",2
"декоративн",2
"делегац",2
"демонстр",2
"джо",2
"дз",2
"дидактик",2
"дизайнерк",2
"динамічн",2
"дипл",2
"директорк",2
"дискримінаці",2
"дискутув",2
"дитинств",2
"днз",2
"днів",2
"дніпропетровськ",2
"доб",2
"добр",2
"довгостроков",2
"довш",2
"довідок",2
"дозволил",2
"дозволит",2
"дозвілл",2
"докл",2
"документообіг",2
"документоорієнтован",2
"долорес",2
"дом",2
"донец",2
"доповнюют",2
"доповідачк",2
"допомоз",2
"досліджуван",2
"дослідн",2
"досягл",2
"дотримув",2
"доход",2
"доцільн",2
"доцільніш",2
"дошкільн",2
"друз",2
"дут",2
"дячк",2
"діагностуванн",2
"діаспор",2
"діл",2
"діюч",2
"еволюційн",2
"екземпляр",2
"еколог",2
"екс",2
"екскурсовод",2
"експлуатаці",2
"експозиц",2
"еліт",2
"еміл",2
"енергі",2
"епох",2
"еразмус",2
"ес",2
"ефективніш",2
"жител",2
"житомирськ",2
"життєдіяльност",2
"журлив",2
"журнальн",2
"заболотн",2
"завершен",2
"завітренк",2
"загальноєвропейськ",2
"загоруйк",2
"зад",2
"задоволеніст",2
"задум",2
"задіян",2
"зазначим",2
"зайт",2
"закидан",2
"закордонн",2
"закцентув",2
"залевськ",2
"залежал",2
"залуч",2
"залучил",2
"замовлен",2
"замовник",2
"зап",2
"запал",2
"запальн",2
"запамят",2
"записк",2
"заповнит",2
"запровад",2
"запровадил",2
"зарпл",2
"засвоїл",2
"засвідчил",2
"заслугов",2
"застосув",2
"застосунк",2
"засідан",2
"зауваженн",2
"захоплюют",2
"зацікав",2
"зашифрован",2
"зберегт",2
"збиранн",2
"збройн",2
"збільшенн",2
"збірк",2
"звичн",2
"звук",2
"звіт",2
"здатност",2
"здатніст",2
"здивован",2
"здобул",2
"зекономим",2
"зекономит",2
"земн",2
"зичим",2
"злагоджен",2
"зменшуюч",2
"змож",2
"змінюв",2
"змінюєт",2
"змістов",2
"зміцненн",2
"зна",2
"знав",2
"знайом",2
"знайшл",2
"знак",2
"знахідк",2
"значущіст",2
"знищенн",2
"знов",2
"золот",2
"зорієнтув",2
"зрост",2
"зумовил",2
"зумовлен",2
"зусилл",2
"зясув",2
"зясувал",2
"зібранн",2
"кав",2
"камянецьподільськ",2
"карін",2
"катан",2
"катовіц",2
"кд",2
"керован",2
"кластер",2
"ключ",2
"книг",2
"ковал",2
"колес",2
"колтун",2
"колісн",2
"колісник",2
"компаніївськ",2
"компетенц",2
"комплектаці",2
"компютерноінформаційн",2
"коміс",2
"конгрес",2
"конструкційн",2
"контакт",2
"контактн",2
"контест",2
"концерт",2
"кооперативн",2
"координац",2
"коригуванн",2
"користув",2
"корупц",2
"котельнік",2
"котяцьк",2
"коіпп",2
"кравцов",2
"красив",2
"краснощеченк",2
"краєзнавчотуристичн",2
"криворізьк",2
"криз",2
"криміналістичн",2
"кудревич",2
"кузьмін",2
"культ",2
"курсник",2
"кусак",2
"куточк",2
"кібервоїн",2
"кібервійськ",2
"кібергігієн",2
"кіберзлочинніст",2
"кіберполіц",2
"кінц",2
"лавуаз",2
"лайк",2
"ланц",2
"лекторк",2
"лекційн",2
"лет",2
"логарифмічн",2
"локаціє",2
"луньов",2
"луснут",2
"лшднз",2
"львов",2
"люб",2
"ляг",2
"ляльокмотанок",2
"ляпун",2
"лінійк",2
"лінійн",2
"ліс",2
"ліснич",2
"літ",2
"літер",2
"ліяременк",2
"майстеркл",2
"макетуванн",2
"максимальн",2
"малюк",2
"мапуванн",2
"мас",2
"масмед",2
"масов",2
"матер",2
"матеріальн",2
"матеріальнотехнічн",2
"маєм",2
"мв",2
"мвлун",2
"медіапростор",2
"ментор",2
"меридіан",2
"методиц",2
"мехатронічн",2
"миколаївськ",2
"мирн",2
"митц",2
"михайлівськ",2
"михал",2
"мки",2
"мкропивницьк",2
"млаб",2
"модерув",2
"молдован",2
"молодвіж",2
"мотиваційн",2
"моторн",2
"мпса",2
"мультидисциплінарност",2
"мухін",2
"міграц",2
"міграційн",2
"міеб",2
"мікропроцесорн",2
"мінівиставк",2
"мінімум",2
"мір",2
"мірошниченк",2
"містит",2
"місцевост",2
"місяц",2
"місячн",2
"місі",2
"наан",2
"набагат",2
"наближаєм",2
"наближен",2
"наближенн",2
"нав",2
"навантаженн",2
"навесн",2
"надав",2
"надсиланн",2
"назар",2
"називают",2
"найменш",2
"найшвидш",2
"налагодженн",2
"налаштув",2
"належит",2
"намаг",2
"нанотехнолог",2
"наполеглив",2
"напрямок",2
"наркотик",2
"наступ",2
"настінн",2
"натуральн",2
"науковиц",2
"науковотехнічн",2
"науц",2
"наці",2
"націлен",2
"національнопатріотичн",2
"нв",2
"нвп",2
"ндекц",2
"невдовз",2
"невимушен",2
"недолік",2
"незмінн",2
"нелегк",2
"необмежен",2
"нестандартн",2
"нестеренк",2
"нечітк",2
"нинішн",2
"нмвойналович",2
"нмл",2
"новаторськ",2
"новгородківськ",2
"новизн",2
"новомиколаївськ",2
"ноч",2
"нош",2
"нр",2
"о",2
"обʼєдн",2
"обговорен",2
"обгрунтувал",2
"обир",2
"обмінял",2
"оборон",2
"обох",2
"обранн",2
"оброблятимут",2
"обєднан",2
"обєм",2
"овавраменк",2
"овоч",2
"овфоменк",2
"огляд",2
"оголосил",2
"огієнк",2
"одноплатн",2
"одностайн",2
"ознак",2
"ойлер",2
"океан",2
"окресл",2
"ол",2
"олександрі",2
"олександрівськ",2
"омтрифонов",2
"омщирбул",2
"онiкссистемз",2
"онлайндискусі",2
"онлайнконкурс",2
"онлайнкурс",2
"онлайнпрезентац",2
"онлайнформат",2
"онуфрак",2
"оон",2
"опанув",2
"операційн",2
"опрацюв",2
"опрацюванн",2
"оптимальн",2
"опудал",2
"організаторськ",2
"організаціє",2
"організов",2
"ослимарченк",2
"особистіст",2
"особливіст",2
"остан",2
"остапчук",2
"остаточн",2
"охорон",2
"оцінок",2
"очищенн",2
"очікуєм",2
"очільник",2
"павлівн",2
"палив",2
"пам",2
"пандемі",2
"паралельн",2
"параметризац",2
"парфьон",2
"пархоменк",2
"патріотичн",2
"пашківськ",2
"перебувают",2
"перебіг",2
"перевел",2
"перевод",2
"передбачают",2
"передов",2
"передувал",2
"перемогт",2
"переміщен",2
"перетворенн",2
"перспект",2
"періодичн",2
"петербурз",2
"петрович",2
"печворк",2
"пил",2
"письм",2
"письмов",2
"пишаєм",2
"планет",2
"плетінн",2
"площин",2
"пнпу",2
"по",2
"побачен",2
"поверненн",2
"поверт",2
"поверхов",2
"повніст",2
"поводженн",2
"повідом",2
"повітрян",2
"поглибит",2
"поглиблен",2
"погодил",2
"подарув",2
"подушк",2
"подільськ",2
"поет",2
"пожежнорятувальн",2
"пожежнотехнічн",2
"позиці",2
"покликанн",2
"полотн",2
"польот",2
"польськ",2
"поліграфічн",2
"поліпшит",2
"політехнік",2
"політехнічн",2
"політикоправов",2
"помічнянськ",2
"пообіцял",2
"попередн",2
"поповненн",2
"попрацюв",2
"популяризаці",2
"поринул",2
"портал",2
"портрет",2
"порівнян",2
"порівнянн",2
"посилит",2
"послух",2
"послідовност",2
"постраждал",2
"посіл",2
"початківц",2
"почесн",2
"почул",2
"пояс",2
"пояснюв",2
"поєднан",2
"поєднув",2
"правильност",2
"предк",2
"представ",2
"прекрасн",2
"прибул",2
"придатност",2
"придб",2
"приділял",2
"приділяєт",2
"призводит",2
"призер",2
"призначен",2
"прий",2
"прийн",2
"прийнял",2
"припад",2
"природодослідник",2
"природоохоронн",2
"присвоєн",2
"присвятил",2
"приурочен",2
"пробудженн",2
"продемонструва",2
"продовжув",2
"продовжуют",2
"продукц",2
"продукці",2
"прожив",2
"проживают",2
"прозвітув",2
"пройден",2
"прокидаєт",2
"промислов",2
"пропонован",2
"пропонуєм",2
"просим",2
"прослух",2
"противник",2
"протиставленн",2
"професорськовикладацьк",2
"професіоналізм",2
"профтехосвіт",2
"проц",2
"прояв",2
"проєктмр",2
"прям",2
"пріоритет",2
"психічн",2
"пту",2
"публік",2
"пудинг",2
"півкул",2
"північн",2
"півфінал",2
"підбив",2
"підготовч",2
"підкоренн",2
"піднятт",2
"піднім",2
"підписуйт",2
"підприємницьк",2
"підставк",2
"підсумок",2
"підібран",2
"піонер",2
"пісен",2
"піщанобрідськ",2
"радянськ",2
"раді",2
"радіодиктант",2
"ранков",2
"рацул",2
"реакц",2
"реальніст",2
"редактор",2
"рекомендаціє",2
"рекомендован",2
"рекомендув",2
"реконструкці",2
"рекреаційнооздоровч",2
"реплікаці",2
"решетніков",2
"рм",2
"робл",2
"робоквест",2
"роботапавук",2
"роботехнік",2
"роботодавц",2
"розваж",2
"розвинут",2
"розвязал",2
"розгад",2
"розгадув",2
"розглядуван",2
"розділ",2
"розділен",2
"розказ",2
"розміщенн",2
"розпочин",2
"розробит",2
"розробл",2
"розробленн",2
"розташован",2
"розуміют",2
"рост",2
"росі",2
"рр",2
"русланович",2
"рябокон",2
"ряріжняк",2
"рятувальник",2
"рівніст",2
"садиб",2
"самопочутт",2
"сафошкін",2
"свиридюк",2
"своєчасн",2
"свідчит",2
"свічок",2
"семінартренінг",2
"серв",2
"сергеєв",2
"серійн",2
"сес",2
"сигналізаці",2
"симоненк",2
"син",2
"складност",2
"скласт",2
"скорочен",2
"скічк",2
"славетн",2
"славн",2
"словаччин",2
"слуханн",2
"слідкув",2
"смартфон",2
"снєжк",2
"сокононенк",2
"соф",2
"соціокультурн",2
"сошлянчак",2
"спат",2
"спеціалізуют",2
"спеціалізуєт",2
"спланув",2
"сповнен",2
"спогад",2
"сподоб",2
"сполучен",2
"спонсор",2
"спостерігаєм",2
"справедлив",2
"справедливост",2
"сприяв",2
"спроєктув",2
"співавторств",2
"співрозмовник",2
"співрозробнице",2
"ссавц",2
"ставал",2
"ставл",2
"стадіон",2
"станіславівн",2
"стародавн",2
"старт",2
"стартап",2
"стасик",2
"стб",2
"створ",2
"степ",2
"стимулюванн",2
"стимулюют",2
"сторінок",2
"страх",2
"стресов",2
"струм",2
"стріхарчук",2
"студ",2
"студентств",2
"студентівпрактикант",2
"студміст",2
"стійк",2
"субот",2
"сувенірн",2
"сукн",2
"суперник",2
"суперництв",2
"супроводж",2
"супроводжув",2
"сходит",2
"східн",2
"сценар",2
"сценарі",2
"сьогоднішн",2
"сільськогосподарськ",2
"тааб",2
"танец",2
"твор",2
"тез",2
"темряв",2
"тиск",2
"тисяч",2
"тлі",2
"товариш",2
"токравц",2
"томашевськ",2
"тофоростовськ",2
"точн",2
"точок",2
"традиціє",2
"трансформаці",2
"трапляют",2
"траєкторі",2
"тренінгов",2
"тривалост",2
"триваліст",2
"трк",2
"тро",2
"труднощ",2
"турнір",2
"турнірн",2
"узагальнил",2
"узимк",2
"уміл",2
"універсальн",2
"урочист",2
"усп",2
"утратим",2
"учасниц",2
"учениц",2
"учительк",2
"учителівпрактик",2
"ушинськ",2
"уіканчук",2
"фахівчин",2
"федоровськ",2
"фокус",2
"формувальн",2
"фотограф",2
"фрагмент",2
"фронтенд",2
"фудар",2
"функціональніст",2
"фіксован",2
"фірм",2
"халілян",2
"харк",2
"хбб",2
"хмар",2
"хок",2
"хореографічн",2
"хімік",2
"цивілізован",2
"цькуванн",2
"цікавил",2
"цікавинк",2
"цікавл",2
"цінніст",2
"ча",2
"чарівн",2
"частуванн",2
"чат",2
"чатбот",2
"чекают",2
"чередник",2
"чернівц",2
"чесн",2
"чест",2
"чисельн",2
"числов",2
"читанн",2
"чол",2
"чорн",2
"чотирьох",2
"чуд",2
"чінч",2
"шаблон",2
"шакал",2
"швидк",2
"штат",2
"шукают",2
"щорок",2
"ювботуз",2
"юріївн",2
"явля",2
"якомог",2
"ярослав",2
"є",2
"єймухін",2
"іv",2
"іваниц",2
"іванофранківськ",2
"івсальник",2
"ігорович",2
"іграшок",2
"ігткаченк",2
"ізраїл",2
"іменн",2
"інвестиційн",2
"індексуєт",2
"інженерн",2
"інженері",2
"інструментар",2
"інтернатур",2
"інф",2
"інформатичнотехнологічн",2
"інформаційноаналітичн",2
"ініціаторк",2
"існ",2
"існуванн",2
"існуют",2
"ітспеціальност",2
"ітспільнот",2
"ґрунтуєт",2
"acm",1
"adaptation",1
"addytextafdcffffdafd",1
"addytextafdcffffdafda",1
"addytextcfbbbedefcdcfe",1
"addytextcfbbbedefcdcfea",1
"addytextcfdbbadabcadd",1
"addytextcfdbbadabcadda",1
"addytextfefbdbadceb",1
"addytextfefbdbadceba",1
"advisori",1
"agroexpo",1
"airfreshmax",1
"allukrainain",1
"alma",1
"amazon",1
"applied",1
"ar",1
"arbook",1
"arena",1
"art",1
"artificial",1
"backend",1
"bernette",1
"bernina",1
"bknucdungeonmasters",1
"bloesemhof",1
"bomba",1
"bookvar",1
"brovchenko",1
"bublé",1
"bvba",1
"c",1
"calendar",1
"center",1
"challenges",1
"ciregor",1
"classroom",1
"cmdocumentgetelementbyidcloakafdcffffdafdinnerhtml",1
"cmdocumentgetelementbyidcloakcfdbbadabcaddinnerhtml",1
"cme",1
"collegiate",1
"computing",1
"conference",1
"contest",1
"cortex",1
"cпеціальност",1
"dance",1
"dauphine",1
"de",1
"design",1
"devops",1
"dfrobots",1
"diaspora",1
"disciplines",1
"discovering",1
"docker",1
"documentgetelementbyidcloakafdcffffdafdinnerhtml",1
"documentgetelementbyidcloakcfbbbedefcdcfeinnerhtml",1
"documentgetelementbyidcloakcfdbbadabcaddinnerhtml",1
"documentgetelementbyidcloakfefbdbadcebinnerhtml",1
"doi",1
"dream",1
"dмодел",1
"dпринтер",1
"echo",1
"ecocityorgua",1
"edera",1
"electricity",1
"emister",1
"end",1
"engineering",1
"enlight",1
"epplteppkacbhejp",1
"eu",1
"euronext",1
"event",1
"excel",1
"f",1
"femmefatale",1
"finder",1
"footer",1
"for",1
"forced",1
"france",1
"freak",1
"front",1
"full",1
"geography",1
"gest",1
"giz",1
"gmail",1
"goa",1
"gps",1
"gpt",1
"hard",1
"hd",1
"header",1
"herbariorum",1
"httpscusueduuauaantykoruptsiinizakhodynormatyvnopravoviakty",1
"httpscuttlyhwmia",1
