"document","text","negative","positive","sentiment_score"
228,"   січня   день пам яті захисників донецького аеропорту  гаслом героїчної оборони наших захисників стало фраза   вистояли люди   не вистояв бетон   цього дня      року всі небайдужі та активні громадяни нашого міста  зокрема  і студенти факультету математики  природничих наук та технологій зібралися у краєзнавчому музеї  вшанували пам ять мужніх захисників і ще раз нагадали про те  що це лише одна з тисяч сторінок книги  яку ми ще пишемо   перед присутніми виступили катерина колтунова  сергій мілютін  юрій митрофаненко  денис бірзул із авторською піснею  особлива подяка та шана вадимові довгоруку  після зустрічі можна було ознайомитися з тематичною виставкою  ми свідки історії героїчної боротьби за незалежність своєї країни     січня      року ми відзначаємо одне з знакових свят української держави   день соборності україни  цей день проводять під синьо жовтими прапорами  з яких починалася історія сучасної україни  з нагоди дня соборності заступником декана о м трифоновою та головою студентської ради факультету дар я решетнікова зі студентами були проведені тематичні бесіди  куратори груп долучилися до відзначення дня соборності та запропонували студентам ряд тематичних годин кураторів  наприкінці січня вшановується річниця бію під крутами  який був успішним для оборонців української державності   наказ командування було виконано  стрімкий наступ ворога було зупинено і здійснено організований відступ  руйнуючи за собою колії й мости та ще раз доводячи незламність українського духу  нині боротьба українського народи триває  вічна слава героям  слава україні  інформацію підготували заступник декана о м трифонова та голова студентської ради факультету дар я решетнікова  ",1,3,2
229,"      січня      року проходив ііі  обласний  етап всеукраїнської учнівської олімпіади з астрономії  до участі в змаганнях було залучено понад    учнів       класів загальноосвітніх навчальних закладів кіровоградської області   переможців іі етапу  цього року олімпіада проходила в дистанційному режимі  учасникам на початку роботи надіслали завдання і визначили граничний час подачі розв язків  учням було запропоновано розв язати ряд теоретичних завдань із різноманітних тем шкільного курсу астрономії  астрометрія  небесна механіка  астрофізика   а також практичне завдання  яке полягало в обробці наданих їм результатів космічних спостережень  у складі журі олімпіади пліч о пліч з досвідченими освітянами області активно працювали викладачі кафедри природничих наук і методик їхнього навчання цду ім  в  винниченка  волчанський о в    кандидат фізико математичних наук  доцент   голова журі  трифонова о м  доктор педагогічних наук  доцент   член журі  садовий м і    доктор педагогічних наук  професор   експерт консультант  на початку роботи журі визначило правила перевірки і критерії оцінювання робіт  по закінченню часу  відведеного для надсилання виконаних завдань і їх шифрування  розпочалась перевірка робіт учасників  оскільки олімпіада дистанційна  то за допомогою ноутбуків розглядались електронні копії робіт  аналізувалось також дотримання академічної доброчесності  апробація дистанційного режиму проведення олімпіади пройшла успішно  в результаті перевірки виконаних завдань визначено переможців і призерів  гідно виступила команда фізико астрономічного гуртка нашого наукового ліцею у складі   учнів  яка посіла два призових місця  а саме  дипломом і ступеня відзначено скічка михайла  учня    фізико математичного класу  дипломом іі ступеня відзначено шевченка віталія  учня    фізико математичного класу  вітаємо переможців із важливим здобутком  бажаємо впевнено рухатись по обраному шляху і постійно підкорювати все нові наукові вершини  інформацію підготував доцент кафедри природничих наук і методик їхнього навчання о в  волчанський  ",2,6,4
231,"моніторинг та постійне удосконалення системи вищої освіти є однією з умов підвищення її якості  з метою удосконалення освітньо професійної програми  середня освіта  природничі науки   підготовки здобувачів першого  бакалаврського  рівня вищої освіти спеціальності        середня освіта  природничі науки  відбулася зустріч гаранта програми д пед н   професора  доцента кафери природничих наук та методик їхнього навчання валентини миколаївни плющ з зовнішніми стейкхолдерами   колегами практиками провідних закладів загальної середньої освіти міста  до зустрічі долучилися  антоніна олександрівна паращук шонія   комунальна установа  міський центр професійного розвитку педагогічних працівників кропивницької міської ради   консультант  координатор діяльності професійних спільнот вчителів хімії  біології  географії  основ здоров я  трудового навчання  наталія олексіївна прокопець   вчитель біології та хімії нво лшднз  вікторія п   вчитель вищої категорії   вчитель методист   тетяна олексіївна школенко   вчитель хімії та біології нво лшднз  вікторія п   вчитель вищої категорії   вчитель методист   оксана в ячеславівна моторна   вчитель хімії та біології кз  ліцей  сокіл   вчитель першої категорії   старший вчитель   переможець конкурсу  вчитель року   номінація  біологія     місце  під час обговорення увагу акцентовано на особливостях та перевагах програми  логіко структурній схемі  у якій наведено освітні компоненти та взаємозв язки між ними  програмні результати навчання та відповідність зазначених компетенцій сучасним запитам суспільства  предметом обговорення також були пропозиції та зауваження на проєкт оп  запропоновані для громадського обговорення стейкхолдери висловили свої побажання щодо удосконалення програми відповідно до сучасних запитів ринку  інформація надана валентиною миколаївною плющ  ",0,1,1
232,"різдво та канун нового року   найкращий час для популяризації центральноукраїнського державного університету та основних спортивно оздоровчих традицій нашого міста     грудня      року представники нашого університету факультетів фізичного виховання н і щербатюк та математики  природничих наук та технологій а в зарубіна виступили співорганізаторами чемпіонату міста зі спортивного орієнтування разом з обласною станцією туризму  ознайомили присутніх учасників із сучасними змінами статуту нашого університету та актуальними перспективними спеціальностями  на зустрічі були присутні понад    учасників шкільного віку із піщанобрідської  знам янської  ганівської  новгородківської отг та м  кропивницького  інформацію надано кафедрою природничих наук та методик їхнього навчання  ",0,1,1
233,"наприкінці грудня      року на факультеті математики  природничих наук та технологій центральноукраїнського державного педагогічного університету імені володимира винниченка відбулася державна атестація студентів спеціальності середня освіта  трудове навчання та технології  другого  магістерського  рівня вищої освіти  згідно розкладу державної атестації    грудня      р  студенти складали державний іспит  а    грудня      р    захищали магістерську роботу  екзаменаційна комісія у складі     голова ек олена михайлівна трифонова   доцент кафедри технологічної та професійної освіти  доктор педагогічних наук  доцент     секретар ек тетяна володимирівна куценко   старший викладач кафедри технологічної та професійної освіти     микола ілліч садовий   завідувач кафедри технологічної та професійної освіти  доктор педагогічних наук  професор   екзаменатор  сучасні конструкційні матеріали та нанотехнології      василь васильович чубар   доцент кафедри технологічної та професійної освіти  кандидат педагогічних наук  доцент   екзаменатор  теорія і методика навчання технологій у старшій школі      дмитро вікторович соменко   старший викладач кафедри технологічної та професійної освіти  кандидат педагогічних наук   член комісії оцінила здобутки студентів на екзамені та встановила  що в цілому студенти спеціальності середня освіта  трудове навчання та технології  оволоділи програмним матеріалом дисциплін  які вивчали за навчальним планом спеціальності  рівень сформованості знань  умінь  навичок і компетентностей відповідає вимогам освітньо професійної програми підготовки магістрів  на захист кваліфікаційних робіт були винесені такі  дмитро геннадійович берест тема  методика організації проєктно технологічної діяльності на уроках технологій  науковий керівник  щирбул олександр миколайович  кандидат педагогічних наук  старший викладач кафедри технологічної та професійної освіти  вікторія сергіївна брезгіна тема  удосконалення методики і техніки при вивченні основ автоматики і робототехніки в шкільному курсі технології  науковий керівник  кононенко сергій олексійович  кандидат педагогічних наук  доцент кафедри технологічної та професійної освіти  анастасія володимирівна власова тема  розвиток інформаційно цифрової компетентності у процесі проєктно технологічної діяльності на уроках технологій  науковий керівник  рябець сергій іванович  кандидат технічних наук  доцент кафедри технологічної та професійної освіти  анжеліка ігорівна погрібна тема  методика формування цифрової компетентності на уроках трудового навчання та технологій в умовах розвитку техногенного середовища  науковий керівник  садовий микола ілліч доктор педагогічних наук  професор  зав  кафедрою технологічної та професійної освіти  олександр андрійович печерський тема  методика використання елементів stem освіти на уроках технологій  науковий керівник  щирбул олександр миколайович  кандидат педагогічних наук  старший викладач кафедри технологічної та професійної освіти  наталія геннадіївна приходько тема  використання технологій дистанційного та змішаного навчання у організації проєктно технологічної діяльності учнів на уроках  технології   науковий керівник  кононенко сергій олексійович  кандидат педагогічних наук  доцент кафедри технологічної та професійної освіти  крістіна сергіївна старостенко тема  методика візуалізації навчальних матеріалів учнів на уроках технологій  науковий керівник  мироненко наталя василівна  кандидат педагогічних наук  доцент  старший викладач кафедри технологічної та професійної освіти  артем костянтинович стець тема  методика вивчення тем розділу  машинобудівні матеріали  метали та сплави  старшокласниками під час профільного навчання за спеціалізацією  металообробка   науковий керівник  ткачук андрій іванович  кандидат технічних наук  доцент кафедрою технологічної та професійної освіти  тетяна сергіївна шевченко тема  методика використання міжпредметних зв язків на уроках технологій  науковий керівник  рябець сергій іванович  кандидат технічних наук  доцент кафедрою технологічної та професійної освіти  наталія олександрівна цимбал тема  методика використання онлайн сервісів на уроках технологій  науковий керівник  рябець сергій іванович  кандидат технічних наук  доцент кафедри технологічної та професійної освіти  на захисті переважна більшість студентів показали глибоке розуміння проведених ними досліджень  на належному рівні презентували отримані результати  всі студенти мають публікації за результатами магістерського дослідження та здійснили його апробацію на конференціях  за результатами складання державного екзамену та захисту магістерської роботи комісія прийняла рішення  що випускники факультету математики  природничих наук та технологій спеціальності      середня освіта  трудове навчання та технології  денної форми навчання другого  магістерського  рівня вищої освіти в цілому достатньо підготовлені до роботи на посадах вчителя трудового навчання  технологій та креслення закладу загальної середньої освіти  двом студенткам  анжеліка ігорівнапогрібна  тетяна сергіївна шевченко  комісія прийняла рішення видати дипломи з відзнакою  інформацію підготувала д пед н   проф  о м трифонова  ",1,2,1
234,"   та    грудня на факультеті математики  природничих наук та технологій відбулися традиційні атестаційні заходи випускників магістрів спеціальності      комп ютерні науки   комплексний екзамен з комп ютерних наук та захист кваліфікаційних робіт  виконання випускної кваліфікаційної роботи студента є завершальним етапом освітньої програми  ефективною формою перевірки знань студента  його творчої і практичної підготовленості до практичної і аналітичної роботи  важливим засобом доведення досягнутого фахового рівня в обраній галузі знань  комісією було розроблено процедуру дій з використанням електронних ресурсів google meet та змішаним форматом засідання приймальної комісії у аудиторії      випускники магістратури успішно пройшли екзамен та захист  продемонструвавши необхідний рівень сформованості фахових компетенцій  кваліфікаційні роботи стосувались різноманітних напрямків іт галузі  розробка систем керування  серверних додатків  комп ютерного моделювання  колектив кафедри інформатики та інформаційних технологій вітає своїх випускників з успішною атестацією  інформацію підготувала доцент кафедри інформатики та іт о в присяжнюк  ",0,1,1
235,"   грудня відбувся студентський ректорат  ректор подякував студентам за пророблену роботу протягом року та вручив подяки за активну участь у профорієнтаційній роботі в      навчальному році  значний внесок у розвиток і організацію творчих студентський проектів  втілення молодіжних креативних ідей та популяризацію університету в соціальних мережах  від факультету математики  природничих наук та технологій нагороди отримали  тєльна аліна  гордієнко юлія  мельніков сергій  махальов владислав  оришечко дмитро  холодний юрій  павлюк денис  островський роман  також від управління молоді та спорту вручили солодкі подарунки  інформація студентської ради факультету  ",0,1,1
236,"протягом листопада   грудня      року тривало обговорення освітньо професійної програми зі спеціальності професійна освіта  цифрові технології   проєкти освітніх програм розташовані на офіційному сайті університету    перший  бакалаврський  рівень вищої освіти    другий  магістерський  рівень вищої освіти  в обговоренні взяли участь бевз анна володимирівна  викладач кропивницького інженерного фахового коледжу цнту  корецький олександр валерійович  web developer в компанії з розробки програмного забезпечення kopentech  ковальов юрій григорович  кандидат технічних наук  доцент кафедри фізико математичних дисциплін льотної академії національного авіаційного університету  кривошея ростислав вікторович  викладач математики  кропивницький будівельний фаховий коледж  войтович ігор станіславович  доктор педагогічних наук  професор  завідувач кафедри інформаційно комунікаційних технологій та методики викладання інформатики рівненського державного гуманітарного університету  член групи з проведення фахової експертизи стандарту вищої освіти зі спеціальності професійна освіта  за спеціалізаціями   наказ мону       від              слободяник ольга володимирівна  кандидат педагогічних наук  старший науковий співробітник відділу технологій відкритого навчального середовища інституту цифровізації освіти напн україни  вергун ігор вячеславович  onix systems  посада flutter developer  мажара олександр васильович  вчитель фізики та інформатики  керівник stem центру школи     кз  ліцей науковий   білецький вячеслав вячеславович  кандидат педагогічних наук  викладач кафедри інформаційно комунікаційних технологій та методики викладання інформатики рівненського державного гуманітарного університету  член науково методичної комісії  підкомісії     професійна освіта  за спеціальностями   сектору фахової передвищої освіти науково методичної ради мон україни  наказ мону      від              до обговорення долучилися і здобувачі освіти  зокрема  жерновий артем учень школи     кз  ліцей науковий  та залевський андрій студент спеціальності професійна освіта  цифрові технології   другого  магістерського  рівня вищої освіти  всі фахівці висловили слушні пропозиції  до проєктів освітньо професійних програм та сприяють їхньому удосконаленню у майбутньому  інформацію підготувала доцент о м трифонова  ",2,0,-2
237,"у грудні      року відбувся іі  міський  етап всеукраїнських учнівських олімпіад з фізики     грудня  і астрономії     грудня   змагання пройшли в очному форматі з дотриманням всіх відповідних вимог безпеки  у складі журі олімпіади активно працювали викладачі факультету математики  природничих наук та технологій цду ім  в  винниченка  доценти кафедри природничих наук і методик їхнього навчання о  о  чінчой і о  в  волчанський  за результатами перевірки виконаних учнями завдань було визначено переможців міського та учасників обласного етапу олімпіади  серед переможців є й учні  підготовлені вчителями наукового ліцею   співробітниками кафедри природничих наук і методик їхнього навчання  призери з фізики  учень   го класу чередніченко сергій  вчитель   завідувач лабораторіями н  в  донець    диплом іі ступеня  учень    го класу скічко михайло  вчитель   доцент о  в  волчанський    диплом і ступеня  учениця    го класу лисенко марія  вчитель   доцент о  в  волчанський    диплом іі ступеня  учень    го класу шевченко віталій  вчитель   доцент о  о  чінчой    диплом іі ступеня  учень    го класу дмитро ситник  вчитель   доцент о  о  чінчой    диплом ііі ступеня  призери з астрономії  всіх підготував доцент о  в  волчанський   учень    го класу скічко михайло   диплом і ступеня  учень    го класу гонтовий назар   диплом іі ступеня  учениця    го класу лисенко марія   диплом ііі ступеня  учень    го класу шевченко віталій   диплом і ступеня  учні    го класу ситник дмитро і московчук данило   дипломи іі ступеня  тож вітаємо переможців олімпіад  бажаємо учням та їхнім учителям подальших успіхів і творчих злетів  інформацію підготував доцент кафедри природничих наук і методик їхнього навчання о в волчанський  ",0,2,2
240,"з    листопада до    грудня      року на факультеті математики  природничих наук та технологій центральноукраїнського державного університету імені володимира винниченка тривала xіv міжнародна науково практична інтернет конференція  проблеми та інновації в природничо математичній  технологічній і професійній освіті   керівник робочої групи оргкомітету конференції м і садовий   доктор педагогічних наук  професор  завідувач кафедри технологічної та професійної освіти центральноукраїнського державного університету імені володимира винниченка  під час конференції обговорювалися актуальні питання освіти та науки на сучасному етапі розвитку суспільства  секція    історія  зарубіжний та вітчизняний досвід  перспективи розвитку природничо математичної  технологічної та професійної освіти  секція    інновації в освіті  методологічні  теоретичні  практичні та методичні аспекти  секція    застосування інформаційно комунікаційних і цифрових технологій та засобів навчання у природничо математичній  технологічній та професійній освіті  секція    формування soft skills здобувачів професійної освіти  теорія і практика  секція    теоретико методологічні та психолого педагогічні аспекти формування професійної компетентності студентів та учнів у процесі навчання  секція    актуальні проблеми освіти й технологій у середній та вищій школі  секція    особливості створення та використання систем автоматизованого проектування  робототехнічних і мехатронних систем в освітньому процесі  пленарне засідання конференції відбулося    грудня      року в онлайн режимі  цікаві доповіді на пленарне засідання презентували  ніколаєнко станіслав миколайович   ректор національного університету біоресурсів і природокористування україни  доктор педагогічних наук  професор  академік національної академії педагогічних наук україни   про тенденції розвитку освіти в україні      мартинюк михайло тадейович   доктор педагогічних наук  професор  академік національної академії педагогічних наук україни  заслужений працівник освіти україни  завідувач кафедри фізики та інтегративних технологій навчання природничих наук уманського державного педагогічного університету імені павла тичини   використання засобів мобільного навчання на уроках фізики в закладах загальної середньої освіти   головко микола васильович   доктор педагогічних наук  старший науковий співробітник  доцент  заступник директора з наукової роботи інституту педагогіки напн україни   перспективи розвитку фізичної освіти в україні   сергеєва лариса миколаївна   доктор педагогічних наук  професор  завідувач кафедри професійної та вищої освіти державного закладу вищої освіти  університет менеджменту освіти  національної академії педагогічних наук україни   оновлення моделей і практик організації дослідно експериментальної роботи у зп пт о   титаренко валентина петрівна   доктор педагогічних наук  професор  заслужений діяч науки і техніки україни  декан факультету технологій та дизайну полтавського національного педагогічного університету імені в г короленка   особливості освітніх реформ в україні   дефорж ганна володимирівна   доктор історичних наук  професор  професор кафедри природничих наук і методик їхнього навчання центральноукраїнського державного університету імені володимира винниченка   проблеми формування наукового світогляду студентів під час вивчення навчальних дисциплін природничих спеціальностей   школьний олександр володимирович   доктор педагогічних наук  професор  професор кафедри математики і теорії та методики навчання математики нпу імені м п драгоманова   типові задачі при підготовці до зно з математики  тригонометричні вирази   гайда василь ярославович   доктор філософії  методист тернопільського обласного комунального інституту післядипломної педагогічної освіти   проблема формування stem орієнтованого освітнього середовища і в системі післядипломної педагогічної освіти   левченко людмила олексіївна   заступник завідувача з навчально виховної роботи філії  богданівська загальноосвітня школа  опорного навчального закладу  богданівська загальноосвітня школа і ііі ступенів імені і г ткаченка    національно патріотичне виховання в закладах загальної середньої освіти   чистякова людмила олександрівна   доктор педагогічних наук  доцент  доцент кафедри технологічної та професійної освіти центральноукраїнського державного університету імені володимира винниченка   компетентнісний підхід у розвитку екологічної культури здобувачів освіти   юрженко володимир васильович   доктор педагогічних наук  професор  професор кафедри теорії і методики технологічної освіти та комп ютерної графіки університет григорія сковороди в переяславі   stem  steam  stream освіта і змістові поля загальноосвітніх предметів  можливість паралельного використання або повна інтеграція  заміна    абрамова оксана віталіївна   кандидат педагогічних наук  доцент  доцент кафедри технологічної та професійної освіти центральноукраїнського державного університету імені володимира винниченка   сучасний стан організації дистанційного навчання в освітньому процесі   садовий микола ілліч   доктор педагогічних наук  професор  завідувач кафедри технологічної та професійної освіти  професор кафедри природничих наук і методик їхнього навчання центральноукраїнського державного університету імені володимира винниченка   нормативно правові аспекти підготовки кваліфікаційних робіт магістрів   трифонова олена михайлівна   доктор педагогічних наук  професор  доцент кафедри технологічної та професійної освіти  доцент кафедри природничих наук і методик їхнього навчання  голова ради молодих вчених центральноукраїнського державного університету імені володимира винниченка   особливості використання цифрових технічних засобів навчання при підготовці майбутніх педагогів   сіпій володимир володимирович   кандидат педагогічних наук  провідний науковий співробітник відділу біологічної  хімічної та фізичної освіти інституту педагогіки національної академії педагогічних наук україни   використання документ камери в освітньому процесі   стешенко володимир васильович   доктор педагогічних наук  професор  професор кафедри теорії і практики технологічної та професійної освіти двнз  донбаський державний педагогічний університет    методологічні аспекти технологічної освітньої галузі   слюсаренко віктор володимирович   кандидат педагогічних наук  комунальна установа  міський центр професійного розвитку педагогічних працівників кропивницької міської ради    stem технології  від теорії до практики   шаповалов євгеній борисович   старший науковий співробітник відділу створення навчально тематичних систем знань національного центру  мала академія наук україни    роль мотивації у stem та науковій освіті на прикладі застосування google lens   бевз анна володимирівна   аспірантка кафедри природничих наук і методик їхнього навчання центральноукраїнського державного університету імені володимира винниченка  викладач вищої категорії всп  кропивницький інженерний фаховий коледж центральноукраїнського національного технічного університету    цифровізація навчання курсу фізики і астрономії у закладах фахової передвищої освіти інженерного спрямування   на конференції були також презентовані здобутки студентів спеціальності професійна освіта  цифрові технології   з доповіддю виступив студент групи цт  б іван рябець  підбиваючи підсумки конференції всі учасники мали змогу висловити свою думку та обмінятися досвідом  інформацію підготували д пед н   проф  м і садовий та д пед н   проф  о м трифонова  ",2,1,-1
