"document","text","negative","positive","sentiment_score"
184,"01 березня 2023 року на базі Кіровоградського обласного інституту післядипломної педагогічної освіти імені Василя Сухомлинського проходила робота журі ІІІ (обласного) етапу Всеукраїнської учнівської олімпіади з фізики. Оскільки олімпіада дистанційна, то за допомогою комп’ютерів розглядались електронні копії робіт, аналізувалось також дотримання академічної доброчесності. У складі журі олімпіади пліч о пліч з досвідченими освітянами області активно працювали викладачі кафедри природничих наук і методик їхнього навчання ЦДУ ім. В. Винниченка: М.І.Садовий – доктор педагогічних наук, професор, голова журі; О.М.Трифонова – доктор педагогічних наук, доцент, член журі; О.О.Чінчой – кандидат педагогічних наук, доцент, член журі; О.В.Волчанський – кандидат фізико-математичних наук, доцент, експерт-консультант. По завершенню роботи журі відбулося обговорення стану вітчизняної природничо-математичної освіти. Викладачі кафедри природничих наук і методик їхнього навчання ознайомили колег з конкурсними пропозиціями ЦДУ ім. В. Винниченка для абітурієнтів 2023 року, розповіли про спеціальності природничо-математичного і технологічного профілів, повідомили про можливості підвищення рейтингу абітурієнта. Інформацію підготував доцент кафедри природничих наук і методик їхнього навчання О.В.Волчанський 0",3,1,-2
185,"У березні поточного року між Центральноукраїнським державним університетом імені Володимира Винниченка в особі ректора Євгена Соболя та Державним університетом телекомунікацій в особі ректора Володимира Толубка підписано договір про співробітництво в освітній та науковій сферах. Ініціатором співпраці з ДУТ виступила одна з кафедр факультету математики, природничих наук та технологій – кафедра інформатики та інформаційних технологій. У результаті підписаного договору про науково-освітню співпрацю будуть реалізовані програми академічної мобільності науково-педагогічних працівників та здобувачів вищої освіти, різноманітні форми підвищення кваліфікації, стажування та підготовки наукових кадрів; заплановано спільні наукові та освітні заходи, зокрема конференції, семінари, круглі столи тощо. Предмет договору також передбачає обмін досвідом у сфері комп’ютерної та програмної інженерії, захисту інформації, а також технологій цифрового розвитку. Підписання важливого документу для обох українських університетів засвідчує факт взаємної зацікавленості у спільному розвитку освітнього, наукового й інноваційного потенціалу студентської молоді та представників наукової спільноти. Очікуємо на довготривалу та спільну співпрацю! 0",0,1,1
186,"Шановні студенти, колеги! 14 березня 2023 р. 09:10 запрошуємо на гостьову лекцію. Тема: ""Особливості організації освітнього процесу в системі професійної (професійно-технічної) освіти"". Лектор: Суріна Тетяна Вікторівна, методист професійної підготовки Навчально-методичного кабінету професійно-технічної освіти у Кіровоградській області Відеоконференція Google Meet: https://meet.google.com/yyw-dusb-sir До зустрічі! 0",NA,NA,NA
187,"З 26 лютого по 1 березня 2023 року проходив ІІІ (обласний) етап Всеукраїнської учнівської олімпіади з фізики. До участі в змаганнях були залучені понад 100 учнів 8-11 класів загальноосвітніх навчальних закладів Кіровоградської області – призерів ІІ етапу. Цього року олімпіада проходила в дистанційному режимі: учасникам на початку роботи надіслали завдання і визначили граничний час подачі розв’язків. Традиційно змагання відбувались у два тури. У першому учасникам було запропоновано розв’язати ряд теоретичних задач із різноманітних тем шкільного курсу фізики. У другому (практичному) тур учні виконували завдання, які полягали в проведенні експериментів за допомогою запропонованого їм доступного у домашніх умовах обладнання. По закінченню часу, відведеного для надсилання виконаних завдань і їх шифрування, розпочалась робота журі. На початку роботи журі визначило правила перевірки і критерії оцінювання робіт. Оскільки олімпіада дистанційна, то за допомогою комп’ютерів розглядались електронні копії робіт, аналізувалось також дотримання академічної доброчесності. У складі журі олімпіади пліч о пліч з досвідченими освітянами області активно працювали викладачі кафедри природничих наук і методик їхнього навчання ЦДУ ім. В. Винниченка: Садовий М.І. – доктор педагогічних наук, професор, голова журі; Трифонова О.М. – доктор педагогічних наук, доцент, член журі; Чінчой О.О. – кандидат педагогічних наук, доцент, член журі; Волчанський О.В. – кандидат фізико-математичних наук, доцент, експерт-консультант. За підсумками двох турів було визначено переможців олімпіади та кандидатів до участі у Всеукраїнському етапі олімпіади. Зокрема, лауреатом диплому І ступеня визнано учня 10 класу нашого Наукового ліцею Михайла Скічка. Він буде представляти Кіровоградську область на Всеукраїнському етапі олімпіади. Тож вітаємо переможців олімпіади. Бажаємо учням та їх учителям подальших успіхів і творчих злетів! Інформацію підготував доцент кафедри природничих наук і методик їхнього навчання О.В.Волчанський 0",3,5,2
188,"9 березня 2023 року відбулася робоча зустріч викладачів нашого університету зі стейкхолдерами, в якій взяли участь заступник директора з навчально-виховної роботи ДЗП(ПТ)О «Кропивницький професійний ліцей сфери послуг та торгівлі» Вікторія Саввична Алєксеєвець та викладачі Центральноукраїнського державного університету імені Володимира Винниченка: доцент кафедри педагогіки та спеціальної освіти Інна Петрівна Краснощок, доценти кафедри технологічної та професійної освіти Оксана Віталіївна Абрамова, Ольга Василівна Пуляк, Людмила Олександрівна Чистякова. Під час зустрічі обговорювали результати співпраці закладів освіти, реалізації спільних проєктів, заходів тощо. В. Алексеєвець представила проєкти, які реалізуються учнями та працівниками ліцею, досвід співпраці з міжнародними організаціями. Л. Чистякова запропонувала механізми формування результативної моделі багатосторонньої взаємодії між ліцеєм та університетом. В продовження роботи методисти педагогічної практики І. Краснощок та О. Пуляк обговорили стан її проходження студентами спеціальності Професійна освіта (Технологія виробів легкої промисловості) ЦДУ ім. В. Винниченка на базі ліцею. Було окреслено сильні та слабкі сторони практичної підготовки студентів-практикантів та їх готовності до професійної діяльності. О. Абрамова, гарант нової освітньої програми «Проєктування швейних виробів. Трудове навчання та технології» спеціальності 015 Професійна освіта, ознайомила присутніх із метою, основним фокусом ОП та спеціалізації, програмними результатами навчання, переліком освітніх компонентів тощо. Особливістю програми є її міждисциплінарний характер, що поєднує дві предметні спеціальності: 015 Професійна освіта (Технологія виробів легкої промисловості) та 014 Середня освіта (Трудове навчання та технології) й забезпечує широке коло працевлаштування випускникам. Стейкхолдери відзначили актуальність та перспективність такої спеціальності. В. Алексеєвець зазначила на необхідності забезпечення якісної підготовки із педагогіки та методики професійного навчання майбутніх фахівців. І. Краснощок звернула увагу на необхідність розвитку у студентів м’яких навичок, формування яких можна підсилити завдяки доступу до широкого переліку вибіркових компонентів та сертифікатних програм. Учасники зустрічі звернули особливу увагу на пошук нових шляхів подальшої взаємодії та спільної діяльності. З цією метою учасники спланували провести найближчим часом спільний круглий стіл на тему «Шляхи співпраці», до якого залучити широке коло науковців, викладачів, педагогів та здобувачів закладів освіти. Інформацію надано кафедрою технологічної та професійної освіти 0",1,0,-1
189,"Виробнича практика для студентів, які навчаються за освітньою програмою: Професійна освіта (Цифрові технології) другого (магістерського) рівня вищої освіти проводиться на підприємствах, в організаціях, закладах освіти, науково-дослідчих та інших установах, що спеціалізуються на наданні послуг у сфері інформаційних технологій та інших. Такі заклади мають у своїй структурі підрозділ, який відповідає за забезпечення роботи комп’ютерної техніки, мережі підприємства чи закладу освіти або поліграфічний відділ. Виробнича практика також може проводитися в комп’ютерно-інформаційних підрозділах засобів масової інформації, видавничих установ, рекламних агенцій тощо. Закріплення баз практики сприяє встановленню та зміцненню довгострокових контактів університету з підприємствами, а також розвитку кооперації між ними з метою якісної підготовки фахівців. Визначенню баз практик повинна передувати постійна робота кафедри щодо вивчення виробничих та економічних можливостей підприємств з погляду придатності їх для проведення практики студентів за спеціальністю. При цьому повинні враховуватись перспективи сучасних напрямів розвитку ІТ-галузі, економічного, соціального та екологічного розвитку суспільства. До підприємств – баз виробничої практики ставляться такі вимоги: – здійснення діяльності дослідження, проєктування, впровадження й експлуатації програмних і комп’ютерних технічних засобів; – наявність високого рівня технічного забезпечення, використання сучасних інформаційних та інтелектуальних технологій; – наявність компетентних фахівців у галузі ІТ-технологій, які забезпечуватимуть координацію діяльності студентів-практикантів; – забезпечити дотримання норм охорони праці та санітарної гігієни; – забезпечення проходження практики невеликими групами студентів. Бази практики повинні мати високий рівень техніки та технологій, використовувати сучасну обчислювальну техніку та інформаційні технології; забезпечувати можливість проведення виробничої практики з дотриманням програми; мати науково-технічні зв’язки з закладом вищої освіти. Вибір баз практики здійснюється кафедрою з урахуванням завдань практики та можливостей їх реалізації. Студенти можуть самостійно, з дозволу кафедри, підбирати для себе місце проходження практики та пропонувати його за умови відповідності його задекларованим вище вимогам. Цього року студенти проходили практику в таких організаціях, установах та компаніях: ТОВ ""ТРК ПОРТАЛ"", Департаменті кіберполіції Національної поліції України в Кіровоградській області, Олександрійському педагогічному фаховому коледжі імені В.О. Сухомлинського, Інформаційному відділі Центральноукраїнського державного університету ім. В.Винниченка, ТОВ ""ВСМК-ТРЕЙД"" м.Київ. Під час звітної конференції майбутні фахівці охоче ділилися набутим під час виробничої практики досвідом та враженнями. Частина студентів висловили бажання продовжити співпрацю з кіберполіцією на волонтерських засадах. Маємо надію, що проходження виробничої практики безперечно сприяло виробленню у студентів творчого дослідницького підходу до майбутньої професійної діяльності, набуттю навичок аналізу результатів своєї праці, самоосвіті. Інформацію підготували к.пед.н. Д.В.Соменко та д.пед.н. О.М.Трифонова 0",NA,NA,NA
190,"Ось і завершилась планова виробнича практика для студентів групи КН19Б, які здобувають кваліфікаційний рівень бакалавра за спеціальністю 122 «Комп’ютерні науки». Під час проходження практики студенти закріпили свої знання з ряду навчальних дисциплін, зокрема «Програмування веб-застосувань», «Розробка мобільних додатків», «Бази даних та інформаційні системи» та інші. Майбутні фахівці переконались у важливості соціальних навичок (soft skills), зокрема, навичок роботи у команді, спілкування із замовниками та клієнтами, відпрацювали навики використання тайм-менеджменту під час виконання реальних кейсів. Але найбільш цікавим є досвід, отриманий під час практики. Про що ж говорять наші студенти? Гриб Ірина: ""Я проходила практику у ролі системного адміністратора. Наразі це дуже популярна посада, оскільки на кожному підприємстві потрібна людина, яка слідкує за комп’ютерами та їхнім оновленням. Моїм завданням було проаналізувати комп’ютерне забезпечення ТОВ «ЕКЦ «Пропозиція», а також розробити пропозицію по його вдосконаленню. Загалом практика пройшла досить продуктивно, я навчилась багато новому, що допоможе в майбутньому працювати в цій сфері"". Мельніков Сергій: ""Компанія ""Onix-systems"" має надзвичайно професійний колектив, з яким працювати приємно й цікаво. Керівництво та наставники були завжди готові допомогти та пояснити будь-які складнощі. Також варто зазначити, що в компанії дуже гнучкий графік та можливість працювати здалеку. Це дозволило мені займатися іншими справами й розвивати свої професійні навички у зручний для мене час. Загалом я дуже задоволений практикою в ""Onix-systems"", рекомендую цю компанію всім студентам, які шукають місце для розвитку своєї кар'єри в галузі програмування"". Савченко Олександр: ""Я проходив практику у ТОВ ""Онiкс-Системз"". Завдання полягало в розробці Android-додатку. Моя головна мета полягала в тому, щоб розробити зручну й ефективну програму, яка допоможе користувачам через телефон та його камеру легко знаходити шлях по визначених координатах. Розробка програми Android в середовищі Unity була для мене гарним досвідом. Я навчився проєктувати й розробляти програму з нуля, включаючи інтерфейс користувача і тестування"". Бондаренко Олександр: ""Хотів би поділитися власним досвідом проходження практики у компанії ONIX Systems, де я працював над розробкою додатку для Android на Unity. ONIX Systems - це відома компанія в галузі ІТ, яка спеціалізується на розробці мобільних додатків і програмного забезпечення для підприємств. Я був радий мати можливість пройти свою практику саме у цій компанії. Мої обов'язки включали розробку додатку для Android на Unity. Проєкти на Unity я вже розробляв, але тільки для персональних комп'ютерів. Розробка додатку для Android була для мене цікавою та пізнавальною справою. Для мене ця практика - це цінний досвід роботи в IT-галузі"". Гриневич Сергій: ""Моя виробнича практика проходила в ІТ-компанії ""Онікс-Системз"". Індивідуальне завдання, яке я отримав, полягало в тому, щоб створити front-end для онлайн-магазину. Воно було досить складним, оскільки потрібно було використовувати новий для мене фреймворк React, проте цікавим. Ця справа дала мені можливість з головою поринути у світ ІТ, а також зрозуміти що таке працювати з професіоналами, чому важливо бути серйозним та відповідальним. Завдяки практиці я зміг розширити свої наявні знання, закріпити отриману раніше інформацію, а також отримати розуміння того як працює внутрішня кухня сучасної IT-компанії"". Фудар Ярослав: ""Я, студент групи КН19Б, Фудар Ярослав проходив виробничу практику в Голованівському РЕМ ПрАТ ""Кіровоградобленерго"" на посаді інженера з комп'ютерних систем. Керівник практики та інші працівники ставилися доброзичливо й у мене склалося приємне враження про колектив підприємства. Під час проходження виробничої практики виконував різні завдання: налаштування мережевого принтера, встановлення програмного забезпечення, індивідуальне завдання тощо. Особлива увага приділялася адмініструванню СКБД SQL Server. Таким чином, під час проходження виробничої практики я отримав важливий досвід роботи на підприємстві з доволі великим і сучасним парком комп’ютерної техніки"". Гавриленко Олександр: ""Я проходив виробничу практику в аутсорс-компанії «Онікс-Системз», що зосереджена на розробці та підтримці програмного забезпечення на посаді Front end developer. Оскільки моя посада передбачала створення публічної частини вебдодатків, отримав завдання розроблення дизайну вебсторінки засобами мов розмітки та каскадних стилів. Сама вебсторінка повинна була містити: header, footer, секцію з загальною інформацією, секцію ""Про нас"" та форму зворотного зв'язку. По закінченню виробничої практики я отримав навички розробки вебзастосунків та роботи в команді, а також поглибив вже отримані знання в роботі з основними інструментами та технологіями фронтенд розробки"". Гацелюк Сергій: ""На виробничій практиці в компанії ТОВ ""Онікс-Системз"" на посаді Junior Unity Developer отримав профільне завдання. Потрібно було створити застосунок з видом із задньої камери на телефоні з ОС Android і 3-д вказівником до пункту призначення. Отримав позитивні враження від практики, дізнався багато нового й отримав нові навички з роботою в середовищі Unity. Вирішив для себе й далі розвиватись у цій сфері"". У підсумку засвідчуємо факт, що практика справила найкращі враження на наших студентів. Більшість здобувачів освіти мали можливість пройти практику в найуспішнішій регіональній ІТ-компанії Onix, з якою ми плідно співпрацюємо тривалий час. Сподіваємося, що здобуті практичні знання, професійні навички та вміння стануть в нагоді нашим студентам у майбутній професійній діяльності! Підготували: Доцент кафедри інформатики та ІТ О.Ф.Баранюк Доцент кафедри інформатики та ІТ О.В.Присяжнюк 0",NA,NA,NA
191,"09 березня 2023 року з нагоди 209-ої річниці від дня народження українського поета, художника, митця, культурного діяча, етнографа, філософа – Тараса Григоровича Шевченка, на кафедрі природничих наук і методик їхнього навчання була проведена година спілкування для студентів І курсу спеціальностей: 014 Середня освіта (Біологія та здоров’я людини), 014 Середня освіта (Хімія) та 014 Середня освіта (Природничі науки) на чолі з кураторами: професором Г.В.Дефорж та доцентом О.В.Терещенко Студенти підготували доповіді, але на жаль, через тривогу виступити мали змогу не всі, встигли заслухати доповіді студенток групи БХ22Б – Наталії Колісник та Юлії Луньової. Були презентовані цікаві та маловідомі факти з життя та творчості Тараса Григоровича. Найбільш неочікуваним та цікавим для студентів виявилося: Розвінчано найбільший міф – що Тарас писав для селян. По-перше, селяни не вміли читати, і тільки десь наприкінці ХІХ століття їм почали розказувати, хто такий Тарас Шевченко. Освічені люди тоді – переважно дворяни. Його публіка – вихідці з України, які про неї пам’ятали. З 30-х років ХІХ століття у Петербурзі була мода на все українське. Це була найбільша екзотика. Ми знаємо шкільну історію про те, що геніальний художник Карл Брюллов намалював портрет поета Василя Жуковського. Його розіграли в лотерею серед імператорської сім’ї. І насправді тоді зібрали трохи більше половини суми, яку треба було віддати. За викуп віддали 2,5 тисячі рублів. Нині це – понад 40 тисяч доларів. Це – дуже великі гроші на ті часи, співмірні з річним доходом маленького маєтку чи села. Але це не була найбільша сума, за яку викупали художників чи інших талановитих людей. Коли Тараса викупили, йому було 24 роки. Іван Сошенко, завдяки якому Шевченка викупили, писав, що в нього вселився “світський біс”. Тарас став так званим тусовщиком. Якби були клуби, він би в них ходив. А так він відвідував різноманітні зібрання, грав у карти. Він був людиною, яка жила в інших реаліях, і нарешті відчула ковток свободи. Культ Шевченка виник ще за його життя, почав зміцнюватися після смерті й перепоховання. Тоді 90% етнічного українства були селянами, тому Тарас майже всюди в шапці та кожусі – образ мав бути простим і зрозумілим. Радянській владі це також було зручно. Тому з’явилася формула “поет-революціонер-демократ”, яка означала мало не “комуніст”. Натомість, Тарас – міський чоловік. Якщо ви заберете історію народження в кріпацькій сім’ї, то з 15 років він жив у Вільно (тепер Вільнюс), а потім – протягом 17 років у Петербурзі. Це людина, вихована в столичній міській культурі, дуже європеїзованому місті. Він був частиною мистецької еліти Петербурга й душею компанії. Якби Тарас Шевченко жив сьогодні, то був би відомим, доволі скандальним блогером та успішним митцем. Ще багато цікавих фактів було озвучено на кураторській годині. Інші доповідачі обов’язково представлять свої доповіді про Т.Г.Шевченка у найближчий час. Інформацію підготували староста групи ПН22Б Анастасія Албот та професор Г.В.Дефорж. 0",4,1,-3
192,"Невід’ємним елементом освітнього процесу на факультеті є студентська наукова робота. Необхідність включення науково-дослідницької діяльності студентів у систему підготовки фахівців середньої ланки продиктована вимогами нинішньої ринкової економіки до випускників закладів освіти. Одна з найбільш продуктивних форм науково-дослідної роботи, яка дозволяє залучити зацікавлених і творчих студентів до науково-дослідницької діяльності, є робота в наукових гуртках та проблемних групах. Гуртки покликані навчити студентів працювати з навчальною довідковою інформацією, усвідомлювати і ставити проблеми, аналізувати питання та завдання, розвивати спостережливість, аналітичний підхід до проблеми, яка закладається у темі дослідження і пов’язана з їх майбутньою професією. На кафедрі інформатики та інформаційних технологій успішно функціонує два наукових гуртка та одна проблемна група. Гурток мікропроцесорної техніки Керівник – канд. тех. наук, доцент кафедри О.Ф.Баранюк Метою гуртка є формування теоретичних знань і практичних навичок побудови та програмування мікропроцесорних контролерів та систем на їх основі, формування наукового світогляду студентів. Завдання гуртка – формування умінь проектування та побудови систем на основі одноплатних мікроконтролерів, алгоритмізації та програмування контролерів, вирішення нетипових задач одержання, обробки та передачі інформації. На засіданнях гуртка розглядаються теоретичні основи роботи та приклади побудови електричних та електронних схем, особливості та характеристики сімейства контролерів Arduino, принципи взаємодії та обробки сигналів цифрових та аналогових датчиків, принцип дії та способи керування двигунами різних типів та основи дистанційного керування контролерами. Гурток «Нечіткі та еволюційні алгоритми засобами Javascript» Керівник – канд. тех. наук, доцент кафедри В.В.Нарадовий Основні завдання: поглиблене вивчення реалізації та застосування евристичних алгоритмів при розв’язуванні практичних задач; поглиблене вивчення мови JavaScript для роботи з математичними моделями; візуалізація числових даних засобами JavaScript. Наразі розглядаються принципи застосування математичних моделей, які використовують апарат нечіткої логіки для описання соціальних явищ та процесів. Зокрема, розроблена математична та комп’ютерна модель хабарництва при певному наборі гіпотез. Дана модель реалізована засобами Maple. Планується реалізувати вказану модель засобами JS. Проблемна група «Сучасні напрямки розвитку баз даних (NoSQL)» Керівник – канд. фіз.-мат. наук, доцент кафедри А.В.Пузікова Мета є ознайомлення з основними тенденціями розвитку баз даних у світовій практиці. Завдання, які розглядаються студентами: Ознайомлення з найбільш поширеними у світовій практиці базами даних типу NoSQL (Riak, Redis, Neo4j, MongoDB, CouchDB, HBase, Cassandra). Ознайомлення з проблемами проектування NoSQL БД з урахуванням можливостей різних СУБД. Ознайомлення з проблемами обробки даних в сучасних NoSQL СУБД і сховищах даних. Реалізація власних рішень за допомогою обраної СУБД або сховища даних. Налаштування кластеру серверів (Riak, Neo4j, CouchDB) та реплікації даних. Результати: Одним із результатів виконання поставлених завдань є розроблені студентами частини проєктів з реалізацією власних БД в різних СУБД (Riak, Redis, Neo4j, MongoDB, CouchDB, HBase, Cassandra). Іншим результатом є набутий досвід із налаштування кластеру CouchDB, а також налаштування процесу реплікації БД. З розгортанням лабораторії програмування мікроконтролерів та робототехніки лабораторії програмування мікроконтролерів та робототехніки з’являться дедалі більше студентських гуртків прикладного спрямування. Робота в гуртках навчає працювати над цікавими проєктами у сфері, яка подобається, в команді однодумців і справжніх професіоналів, а обговорення проблемних питань та результатів досліджень суттєво впливає на світогляд майбутніх спеціалістів і допомагає їм у роботі дослідницького характеру! Підготувала: доцент кафедри інформатики та ІТ О.В.Присяжнюк 0",NA,NA,NA
193,"Факультет математики, природничих наук та технологій, бібліотека ЦДУ та університет ІІІ віку ""Натхнення"" 21 лютого 2023 року спільно провели свято Масляної, невід’ємним компонентом дійства став благодійний ярмарок (https://phm.cuspu.edu.ua/facultet/novini/2655-masliana-2023-zustrichaiemo-vesnu-razom.html). Ярмарок був організований, щоб зібрати кошти для ЗСУ. На благодійному ярмарку була можливість придбати теплі шкарпетки, які вже передали нашим захисникам. Вцілому було зібрано 6116 гривень. Гроші передали в майстерню факультету. На них придбали необхідні матеріали та виготовили ноші в кількості 10 штук для 71 бригади. До виготовлення нош долучилися співробітники та студенти Центральноукраїнського державного університету імені Володимира Винниченка. Всім дякуємо всім за працю та небайдужість. Слава ЗСУ! Слава Україні! Інформацію підготувала студентська рада факультету 0",0,1,1
194,"21 лютого 2023 року до Кропивницького фахового коледжу харчування та торгівлі завітав представник відділу протидії кіберзлочинам в Кіровоградській області Департаменту кіберполіції Національної поліції України Євгеній Бондаренко та волонтер Денис Павлюк, студент Центральноукраїнського університету імені Володимира Винниченка. У ході презентації Євгеній Бондаренко розповідав про екосистему «Мрія». Кожен охочий мав змогу долучитися до каналу, щоб стати частиною кібервійська. Під час виступу Денис, студент спеціальності Професійна освіта (Цифрові технології), продемонстрував відеоматеріали від Департаменту кіберполіції, розповів слухачам про важливість проєкту. Під час спілкування Денис переконався, що наша молодь – свідомі громадяни, розуміють важливість та доцільність проєкту «Мрія» в сучасних реаліях. Захід був цікавим. Велика подяка Олегу Ємельянову за гарні фото. Перший день весни для наших студентів пройшов дуже активно. Денис Павлюк (група ЦТ20Б) провів черговий захід, спрямований на безпеку в Інтернеті та ознайомив з проєктом «Мрія», який спрямовано на блокування російської пропаганди. Волонтер кіберполіції Денис Павлюк презентував «Мрію» у спортивних клубах Гірник та Гамбіт. Проєкт спрямований на збільшення кібербезпеки та профілактику кіберзлочинів серед дітей і молоді, на боротьбу з пропагандою. Денис розповів про методи та прийоми захисту від онлайн-загроз, вірусів і шахрайства, надав корисні поради з питань безпечної поведінки в Інтернеті. Зазначив, що в каналі StopRussiaChannel | MRIYA є інформація щодо особистої безпеки. Учасники заходу були зацікавлені та ставили багато запитань, що свідчить про важливість теми кібербезпеки у нашому суспільстві. Проєкт «Мрія» продовжує свою роботу. Заходи у співпраці з місцевими спортивними клубами підвищують рівень кібербезпеки, розвивають навички безпеки в Інтернеті для всіх користувачів. Усім охочим долучитися до інформаційного війська та організувати власну безпеку в Інтернеті запропоновано покликання на проєкт «Мрія» https://t.me/+EbXZHBfHXbszY2I6 Інформацію підготував студент групи ЦТ20Б Денис Павлюк 0",2,3,1
