"word","n"
"завітренк",4
"загроз",4
"займают",4
"займаєт",4
"залишк",4
"залучит",4
"заохоченн",4
"заощадженн",4
"зап",4
"запис",4
"заповнит",4
"запровадит",4
"запуск",4
"зарубіжн",4
"заступниц",4
"затверджен",4
"затвердженн",4
"захоплен",4
"захоплююч",4
"зацікавленн",4
"заяв",4
"зберігают",4
"збільшенн",4
"звернув",4
"звернут",4
"звичайн",4
"звичн",4
"здобувачк",4
"здобувают",4
"здійснюют",4
"зим",4
"зичим",4
"зменшенн",4
"знайомит",4
"знак",4
"значущ",4
"знз",4
"зодіакальн",4
"зосереджен",4
"зрозуміт",4
"зумовил",4
"зустріт",4
"кадров",4
"канікул",4
"квадрокоптер",4
"керівниц",4
"кирил",4
"ключ",4
"книг",4
"ковдр",4
"кольор",4
"конгрес",4
"конспект",4
"конструкційн",4
"концерт",4
"кооперативн",4
"корол",4
"костянтинович",4
"краєзнавчотуристичн",4
"криз",4
"кулик",4
"кущівськ",4
"кіберзлочинніст",4
"кіберфронт",4
"кінц",4
"лабораторн",4
"лабораторіє",4
"левицьк",4
"лупяк",4
"люб",4
"людськ",4
"ляльок",4
"лідерств",4
"ліні",4
"лінійн",4
"марафон",4
"матеріальнотехнічн",4
"матимут",4
"машинн",4
"мб",4
"мелітопольськ",4
"менш",4
"механічн",4
"мкропивницьк",4
"моделл",4
"моральн",4
"мотиваційн",4
"музичн",4
"мінікомпютер",4
"мір",4
"містил",4
"місячн",4
"міф",4
"міцн",4
"наближенн",4
"навесн",4
"навколишн",4
"навчальновиробнич",4
"навчаєм",4
"навчаєт",4
"навчил",4
"надихнут",4
"надсил",4
"назар",4
"найважливіш",4
"налагодженн",4
"намаг",4
"наочн",4
"народженн",4
"насамперед",4
"наскільк",4
"настанн",4
"науковец",4
"науковотехнічн",4
"науц",4
"національнопатріотичн",4
"наявност",4
"незабутн",4
"незалежн",4
"нелегк",4
"нерівност",4
"нинішн",4
"нмц",4
"нр",4
"ніколаєнк",4
"нін",4
"о",4
"обговор",4
"обирают",4
"образ",4
"обслуговуванн",4
"обсяг",4
"обізнаност",4
"оволодінн",4
"оголосил",4
"оголошен",4
"одержанн",4
"одностайн",4
"окресл",4
"онiкссистемз",4
"онойк",4
"оператор",4
"опрацюв",4
"опрацюванн",4
"оригінальн",4
"орієнтовн",4
"освітянськ",4
"осен",4
"осередк",4
"особливіст",4
"офбаранюк",4
"оцінок",4
"оч",4
"пандемі",4
"переважн",4
"передбачал",4
"передов",4
"переклад",4
"перемогт",4
"переможец",4
"перепідготовк",4
"письмов",4
"планетар",4
"плануєм",4
"плічк",4
"поб",4
"побут",4
"поверт",4
"повоєнн",4
"повідом",4
"поглибит",4
"поглибленн",4
"погодил",4
"подав",4
"подач",4
"подоланн",4
"пожеж",4
"пожежнорятувальн",4
"пожежнотехнічн",4
"позиці",4
"поколін",4
"половин",4
"полягал",4
"політехнік",4
"політикоправов",4
"політологі",4
"помічник",4
"попруг",4
"популяризаці",4
"популяризув",4
"порівнян",4
"послух",4
"послідовніст",4
"поспіл",4
"поставил",4
"постановк",4
"посіл",4
"потрапит",4
"походженн",4
"початков",4
"почин",4
"починаюч",4
"поширен",4
"поясненн",4
"поєдн",4
"правов",4
"представл",4
"презентаційн",4
"премі",4
"пригад",4
"приділил",4
"призначен",4
"природокористуванн",4
"присвоєн",4
"проаналізован",4
"прогноз",4
"продовжув",4
"прозор",4
"пром",4
"пропонуєм",4
"протид",4
"профілактик",4
"процесор",4
"проєктнотехнологічн",4
"публічн",4
"підвищил",4
"піднім",4
"підсиленн",4
"пілотован",4
"піщанобрідськ",4
"ранк",4
"растригін",4
"реалізовув",4
"реалізуют",4
"рекомендован",4
"робоплатформ",4
"роборук",4
"роботодавц",4
"розваг",4
"розвинут",4
"розгортанн",4
"розділ",4
"розказ",4
"розміщен",4
"розповіст",4
"розподілен",4
"розрахунк",4
"розробит",4
"розробленн",4
"розширюют",4
"річниц",4
"савенк",4
"самоосвіт",4
"сертифікат",4
"сигналізаці",4
"складал",4
"складност",4
"скорочен",4
"слабозор",4
"слушн",4
"смартфон",4
"смачн",4
"солодк",4
"сотн",4
"сподіваєт",4
"спостерігаєм",4
"спричинен",4
"спроб",4
"співавтор",4
"співпрацю",4
"співтовариств",4
"спікерк",4
"станісл",4
"статус",4
"створ",4
"створюют",4
"стенд",4
"столітт",4
"сторон",4
"сторін",4
"стратегічн",4
"страх",4
"студентств",4
"студентівпрактикант",4
"студміст",4
"субд",4
"субот",4
"супутник",4
"сутніст",4
"суттєв",4
"сучасност",4
"сформован",4
"сховищ",4
"сходинк",4
"схож",4
"тагір",4
"твор",4
"творчіст",4
"тгшевченк",4
"текстов",4
"телегр",4
"топографі",4
"традиціє",4
"труднощ",4
"туристичн",4
"тін",4
"указ",4
"універсальн",4
"унікальніст",4
"фаун",4
"фестивал",4
"фрагмент",4
"франклін",4
"фундаментальн",4
"філософ",4
"філі",4
"фінансуванн",4
"харчов",4
"хвилин",4
"херсонськ",4
"художн",4
"цікавит",4
"цікавл",4
"часов",4
"чат",4
"чередніченк",4
"чинник",4
"членкин",4
"чорн",4
"шах",4
"швидк",4
"щорок",4
"юліанськ",4
"юн",4
"юнісеф",4
"якот",4
"єлькін",4
"ів",4
"ілл",4
"імерсивн",4
"інвалідніст",4
"інституційн",4
"інтеракт",4
"інфографік",4
"іткомпані",4
"іттехнолог",4
"androidдодатк",3
"applied",3
"aurdino",3
"center",3
"clarivate",3
"collection",3
"desmos",3
"drive",3
"dпринтер",3
"erasmus",3
"fimi",3
"flutter",3
"iii",3
"iiіi",3
"interdisciplinary",3
"iscar",3
"issn",3
"itкомпані",3
"maqueen",3
"mindstorms",3
"neoj",3
"onixsystems",3
"php",3
"proquest",3
"research",3
"riak",3
"softskills",3
"stemтехнологі",3
"stoprussiachannel",3
"ua",3
"webсервер",3
"адмініструванн",3
"азі",3
"акаунт",3
"акредитаці",3
"акт",3
"акцент",3
"аматор",3
"америк",3
"амплітуд",3
"амплічк",3
"аналог",3
"аналізувал",3
"анкет",3
"апаратн",3
"апаратнообчислювальн",3
"апробац",3
"апробув",3
"археологічн",3
"архів",3
"асимптотичн",3
"астрофізик",3
"атрибут",3
"багаторічн",3
"батьківзасновник",3
"батьківщин",3
"безмежн",3
"безоплатн",3
"безпекознавств",3
"безперечн",3
"бер",3
"борис",3
"ботузов",3
"британ",3
"бровченк",3
"буревісник",3
"бюджет",3
"бі",3
"бібліотец",3
"бізнесосвіт",3
"білет",3
"біографістик",3
"вбудован",3
"вважают",3
"ввечер",3
"вебдодатк",3
"веброзробк",3
"вебсторінк",3
"веденн",3
"ведут",3
"вектор",3
"взагал",3
"виведенн",3
"вивчил",3
"виготов",3
"видавнич",3
"видн",3
"визнан",3
"визначают",3
"викладачок",3
"виконал",3
"вимушен",3
"виник",3
"випал",3
"виправданн",3
"вираз",3
"вирощуванн",3
"висловит",3
"висловлен",3
"висококваліфікован",3
"виставкимузе",3
"виставок",3
"вихідн",3
"вишит",3
"вказал",3
"включаюч",3
"вкотр",3
"вкра",3
"владислав",3
"властивост",3
"вмін",3
"вміст",3
"внесен",3
"володінн",3
"впевненост",3
"впо",3
"впроваджув",3
"вражен",3
"вранц",3
"вруч",3
"втратил",3
"втілен",3
"втілюв",3
"втілюют",3
"вул",3
"вчит",3
"вчительськ",3
"ві",3
"відбуватимет",3
"відбудут",3
"відбірков",3
"відвідув",3
"відд",3
"відзначают",3
"відкрив",3
"відкривают",3
"відкриваєт",3
"відлік",3
"відображ",3
"відображают",3
"відпов",3
"відстан",3
"відсутніст",3
"відчутт",3
"віков",3
"вільненськ",3
"вінницьк",3
"вірим",3
"вітанн",3
"гасл",3
"гацелюк",3
"гендерноорієнтован",3
"генераці",3
"геометрі",3
"головк",3
"головченк",3
"голодомор",3
"гордієнк",3
"гостр",3
"готуют",3
"гравц",3
"граничн",3
"гривен",3
"григор",3
"григоріанськ",3
"григорівн",3
"гриневич",3
"громадянин",3
"гссковород",3
"губенк",3
"гуров",3
"гуртков",3
"далек",3
"дв",3
"декоративн",3
"демонстр",3
"демяненк",3
"дендропарк",3
"держстандарт",3
"дерман",3
"десерт",3
"директорк",3
"дисертаці",3
"дням",3
"днів",3
"дніпропетровськ",3
"довол",3
"довш",3
"довідник",3
"довідок",3
"дозволит",3
"докладн",3
"дом",3
"домаган",3
"домеханічн",3
"донецьк",3
"допоміг",3
"дослідит",3
"дотримув",3
"доцільніш",3
"дракон",3
"друз",3
"душ",3
"дф",3
"діагностичн",3
"діагностуванн",3
"дім",3
"діюч",3
"дієв",3
"екосистем",3
"експертн",3
"експозиц",3
"електронік",3
"енерг",3
"етнічн",3
"ефективніст",3
"ефективніш",3
"жанр",3
"житомир",3
"журнальн",3
"жінок",3
"задавал",3
"задзеркалл",3
"закономірност",3
"закцентув",3
"занурит",3
"запальн",3
"запровад",3
"запровадил",3
"запрошув",3
"зареєструв",3
"засвідчил",3
"засідан",3
"зауваженн",3
"захищ",3
"зацікав",3
"зберегт",3
"збільшит",3
"збільшув",3
"зважаюч",3
"звітув",3
"згад",3
"здобув",3
"здобул",3
"зекономим",3
"зекономит",3
"злет",3
"змінюют",3
"змістов",3
"знайом",3
"знайшл",3
"значущіст",3
"знают",3
"знаєм",3
"зор",3
"зроблен",3
"зумовлен",3
"зш",3
"зясув",3
"зірк",3
"йшло",3
"казачк",3
"календарнотематичн",3
"картографічн",3
"кгн",3
"кейс",3
"керован",3
"кириченк",3
"клієнт",3
"ковал",3
"ковальчук",3
"козацтв",3
"колесніченк",3
"комбінат",3
"комбінуванн",3
"коментар",3
"комет",3
"компаніївськ",3
"компетентнісн",3
"компютерноінформаційн",3
"комунікативн",3
"кондратюк",3
"конструктивн",3
"консультант",3
"консультаці",3
"контентн",3
"контест",3
"копі",3
"користуванн",3
"космонавтик",3
"котяцьк",3
"кпн",3
"кравц",3
"кравцов",3
"красив",3
"креативніст",3
"крилат",3
"кропивк",3
"ку",3
"кусак",3
"кут",3
"кібергігієн",3
"кімнат",3
"лаборант",3
"лабіринт",3
"лав",3
"лауреат",3
"лекторк",3
"липн",3
"лисенк",3
"логістичн",3
"локаціє",3
"ломж",3
"ломонос",3
"луганськ",3
"львов",3
"ляг",3
"ляльокмотанок",3
"ліг",3
"літер",3
"літературн",3
"ліцейінтернат",3
"ліщіменк",3
"майстеркл",3
"майстерніст",3
"макарчук",3
"мам",3
"ман",3
"маніпулятор",3
"марсел",3
"маслян",3
"матеріалознавств",3
"матеріальн",3
"мед",3
"мейнстримінг",3
"мельник",3
"меридіан",3
"металошукач",3
"методолог",3
"микитюк",3
"миколаївськ",3
"митц",3
"модерув",3
"молодш",3
"мотив",3
"музейн",3
"мфб",3
"міграц",3
"міграційн",3
"міжрегіональн",3
"мікроелектронік",3
"мікроклімат",3
"мінн",3
"наближен",3
"набір",3
"нагад",3
"нагородженн",3
"надав",3
"назван",3
"найменш",3
"найцікавіш",3
"належит",3
"належност",3
"напис",3
"настанов",3
"настільк",3
"наталіє",3
"науковометодологічн",3
"науковоінформаційн",3
"невдовз",3
"невимушен",3
"незалежніст",3
"неочікуван",3
"неповторн",3
"нетерпінн",3
"нетрадиційн",3
"неформальн",3
"нечітк",3
"новгородк",3
"новизн",3
"ног",3
"нормативноправ",3
"носі",3
"нівелюванн",3
"ніщеменк",3
"обдарован",3
"обмінюв",3
"оборон",3
"обох",3
"обставин",3
"обчислен",3
"обчислювач",3
"обізнан",3
"оволоділ",3
"одногрупник",3
"однозначн",3
"означ",3
"ол",3
"онлайнформат",3
"онікс",3
"опановуют",3
"операційн",3
"оплеск",3
"оптимальн",3
"орбітальн",3
"орієнтован",3
"освітлю",3
"осмисленн",3
"особистіст",3
"остапчук",3
"остаточн",3
"осін",3
"осінн",3
"охоплювал",3
"оцінюв",3
"очол",3
"очолю",3
"павук",3
"палив",3
"палітраталантівцд",3
"памятайм",3
"памятн",3
"панел",3
"парк",3
"перевел",3
"перевод",3
"переглянул",3
"передвиборч",3
"переживанн",3
"перемогл",3
"переміщенн",3
"першост",3
"пил",3
"пишаєм",3
"плагіат",3
"плат",3
"по",3
"побажаєм",3
"побуд",3
"поверненн",3
"повернул",3
"поводженн",3
"подвійн",3
"подушк",3
"позмаг",3
"покладанн",3
"покликанн",3
"поліграфічн",3
"політ",3
"пообіцял",3
"поперш",3
"поповкін",3
"поповненн",3
"поповнюв",3
"порадил",3
"портфолі",3
"порушен",3
"порівняльн",3
"пос",3
"посилит",3
"потребуют",3
"починаєт",3
"почув",3
"почул",3
"пошукувач",3
"пояс",3
"поїздок",3
"правлінн",3
"прагненн",3
"прат",3
"працювал",3
"престиж",3
"приверненн",3
"привітанн",3
"приготуванн",3
"приділяєт",3
"призводит",3
"прий",3
"прийнятт",3
"принесл",3
"природоохоронн",3
"присвятил",3
"приступил",3
"пробудженн",3
"програмув",3
"програміст",3
"прогресивн",3
"продукці",3
"проживанн",3
"прозвуч",3
"прокидаєт",3
"прокоментувал",3
"пропонован",3
"просвітницьк",3
"просим",3
"прослух",3
"професорськовикладацьк",3
"прояв",3
"пріоритет",3
"психосоціальн",3
"пузік",3
"підбив",3
"підведенн",3
"підвищит",3
"підготовч",3
"підключенн",3
"підкоренн",3
"підлітк",3
"підприємницьк",3
"підсилит",3
"підсистем",3
"підсумок",3
"підібран",3
"пізн",3
"пінгвін",3
"піонер",3
"пісне",3
"радіант",3
"радіодиктант",3
"радіст",3
"разов",3
"районн",3
"рахунок",3
"рацул",3
"реаг",3
"реакц",3
"реб",3
"регулярн",3
"редактор",3
"редакційновидавнич",3
"резін",3
"рекомендаціє",3
"рецензент",3
"решетніков",3
"ри",3
"роботапавук",3
"розглядуван",3
"розгорнут",3
"роздрукован",3
"розділен",3
"розмір",3
"розміщув",3
"розробл",3
"розробок",3
"розум",3
"розуміт",3
"розширенн",3
"розібр",3
"рос",3
"рослин",3
"рослинн",3
"рост",3
"росіє",3
"рус",3
"рівноваг",3
"різьбленн",3
"са",3
"саввичн",3
"сад",3
"самоосвітн",3
"самооцінк",3
"своєчасн",3
"свідомост",3
"свідчит",3
"світлин",3
"свічок",3
"сграбовськ",3
"сексуальн",3
"сектор",3
"селян",3
"семенюк",3
"сенсор",3
"серв",3
"сергеєв",3
"серійн",3
"сес",3
"сесі",3
"симоненк",3
"ситник",3
"скелелазінн",3
"складают",3
"скло",3
"скмельничук",3
"скц",3
"слів",3
"слідкув",3
"смілив",3
"сніжан",3
"соколівськ",3
"соф",3
"соціокультурн",3
"союз",3
"сп",3
"спат",3
"спеціалізуют",3
"сполук",3
"сполучен",3
"сприйнятт",3
"сприяв",3
"співбесід",3
"співвідношенн",3
"спілк",3
"срібн",3
"став",3
"ставл",3
"станіславівн",3
"старт",3
"стаціонарн",3
"стверджув",3
"степанович",3
"стипенді",3
"сторінок",3
"стоунхендж",3
"стояч",3
"стресов",3
"струм",3
"стрімк",3
"суботцівськ",3
"сумлінн",3
"сумлінніст",3
"суперник",3
"супровід",3
"супутников",3
"сусідн",3
"сформув",3
"схарактеризув",3
"сход",3
"сходит",3
"сценар",3
"сім",3
"тварин",3
"тверд",3
"телеграмканал",3
"телекомунікац",3
"тимчасов",3
"тисяч",3
"трансформаці",3
"тренінгов",3
"тригонометричн",3
"трим",3
"тро",3
"турб",3
"туртурік",3
"уважн",3
"узагальнен",3
"узгодженн",3
"узгодит",3
"узимк",3
"узял",3
"уміл",3
"утратим",3
"учительметодист",3
"ушинськ",3
"фахівец",3
"фахівчин",3
"федераці",3
"флешмоб",3
"формув",3
"формул",3
"формулюванн",3
"франк",3
"франц",3
"франці",3
"фізикоастрономічн",3
"фізикогеографічн",3
"філологічн",3
"фільм",3
"фірм",3
"халецьк",3
"хвилюванн",3
"хештег",3
"хот",3
"хотіл",3
"хріненк",3
"хіх",3
"цивілізован",3
"цікавинк",3
"цілк",3
"частинк",3
"частк",3
"частков",3
"частот",3
"чатбот",3
"чернівц",3
"четвер",3
"четверокурсник",3
"чист",3
"чол",3
"чуд",3
"чуттєв",3
"шашок",3
"швидкіст",3
"шил",3
"шифруванн",3
"шкал",3
"штат",3
"шук",3
"щелеп",3
"щодн",3
"ювгуртов",3
"явлевицьк",3
"ярослав",3
"євгенівн",3
"єймухін",3
"єюсобол",3
"іv",3
"іваниц",3
"ігорович",3
"імв",3
"інструкціє",3
"інтенсифікац",3
"інтер",3
"інформаційноцифров",3
"існ",3
"існуванн",3
"academy",2
"akademia",2
"apple",2
"bookvar",2
"cassandra",2
"chrome",2
"class",2
"cloud",2
"conference",2
"cuspukn",2
"cuspukroped",2
"cuspunotfound",2
"cusputeam",2
"cusu",2
"cusucode",2
"cusukroped",2
"cusulolcode",2
"document",2
"doi",2
"dмодел",2
"ebsco",2
"escape",2
"european",2
"excel",2
"fashion",2
"fdm",2
"frontend",2
"full",2
"genially",2
"group",2
"hard",2
"hbase",2
"httpsmeetgooglecomzmgdcbusxv",2
"httpsmriyasocial",2
"httpstmestopdrugsbot",2
"httpstmestoprussiachannel",2
"httpswwwcuspueduuauanewstsdpuimvvynnychenkazaproshuiestudentivnanavchanniazaprohramamyakademichnoimobilnosti",2
"httpswwwinstagramcomkroprobots",2
"huawei",2
"huskylens",2
"index",2
"innovative",2
"international",2
"java",2
"js",2
"kahoot",2
"kpu",2
"krop",2
"lcd",2
"league",2
"legends",2
"lviv",2
"maps",2
"math",2
"micromaqueen",2
"ml",2
"mobile",2
"mongodb",2
"monkeys",2
"mozabook",2
"native",2
"nt",2
"on",2
"open",2
"openspace",2
"padlet",2
"phd",2
"photo",2
"plus",2
"qatestlab",2
"react",2
"reactreact",2
"redis",2
"robot",2
"robots",2
"rshtnkv",2
"ruby",2
"salesforce",2
"sciense",2
"scratch",2
"service",2
"shopify",2
"sites",2
"slnyk",2
"social",2
"sociology",2
"stemпроєкт",2
"stemсередовищ",2
"stemтехнолог",2
"stemшкол",2
"step",2
"stopdrugsbot",2
"support",2
"sway",2
"ukraine",2
"vii",2
"vue",2
"with",2
"wordpresswebflow",2
"world",2
"year",2
"youtube",2
"zoom",2
"śląska",2
"αртем",2
"βасил",2
"а",2
"авзарубін",2
"авторк",2
"агенці",2
"агрес",2
"адаптивн",2
"адаптув",2
"адекватн",2
"адміністративн",2
"адміністратор",2
"адміністраціє",2
"активізаці",2
"актов",2
"актуалізуєт",2
"акціонерн",2
"албот",2
"алгоритмізаці",2
"алексеєвец",2
"альтернативн",2
"ан",2
"аналогов",2
"анатол",2
"андрощук",2
"анексі",2
"анжелік",2
"апарат",2
"апробован",2
"аргументован",2
"артем",2
"арттерапевтичн",2
"архівн",2
"архітектур",2
"асистент",2
"астрометр",2
"ауд",2
"аудиторіє",2
"аутсорсингов",2
"аіткачук",2
"баб",2
"багатомасштабн",2
"багатосторон",2
"баліцьк",2
"банк",2
"батл",2
"бахрушин",2
"безбарєрност",2
"безліч",2
"безпеков",2
"безперервн",2
"безрозмірн",2
"безумовн",2
"бережн",2
"благ",2
"блог",2
"блокчейн",2
"бобейк",2
"бог",2
"бой",2
"бойчук",2
"болід",2
"борисович",2
"борисівн",2
"боронит",2
"борц",2
"ботанічн",2
"бохан",2
"браузер",2
"бренд",2
"британськ",2
"буд",2
"буднік",2
"бурдун",2
"бутенк",2
"бутніст",2
"бібліотечн",2
"бійц",2
"білор",2
"більш",2
"більшост",2
"біобібліографічн",2
"біографі",2
"біографік",2
"біржов",2
"валеріївн",2
"вапанченк",2
"введенн",2
"ввнародов",2
"вгкороленк",2
"вдосконалит",2
"вдячност",2
"вебзастосуван",2
"вебсайт",2
"ведет",2
"величин",2
"вергун",2
"верстат",2
"верств",2
"верхн",2
"взаємозвязк",2
"взаєморозумінн",2
"взяв",2
"вибр",2
"вибірк",2
"виголосил",2
"вигр",2
"видав",2
"видов",2
"виділил",2
"визначальн",2
"визначаєт",2
"вийд",2
"вийш",2
"викид",2
"викликаюч",2
"виконавец",2
"використ",2
"використов",2
"використовуєт",2
"викуп",2
"викупил",2
"вимірюван",2
"випадков",2
"випилюванн",2
"випробув",2
"випробуванн",2
"випусков",2
"виражен",2
"вирізнял",2
"виріш",2
"вирішен",2
"висвітлюв",2
"висл",2
"висловлюв",2
"високосн",2
"виставкумуз",2
"виступит",2
"виток",2
"витрат",2
"витримк",2
"вихованц",2
"вишивальн",2
"вишукан",2
"виявлен",2
"виявлял",2
"вклад",2
"владиславович",2
"власност",2
"вмотивованіст",2
"вмплющ",2
"внесенн",2
"вогн",2
"водн",2
"возавідувач",2
"вознесенськ",2
"вокальн",2
"володимирівнабохан",2
"володіют",2
"волонтерств",2
"волошк",2
"ворон",2
"впевненіш",2
"вплинул",2
"всебічн",2
"всеосвіт",2
"всмктрейд",2
"встановлюв",2
"встигл",2
"втрат",2
"втратит",2
"вуз",2
"вузл",2
"вузлов",2
"вціл",2
"вчат",2
"вчинк",2
"вчительметодист",2
"вячесл",2
"вячеславівн",2
"відбудов",2
"відвідал",2
"відвідуют",2
"віддален",2
"відеоконференц",2
"відеомонтаж",2
"відеоінтерфейс",2
"відзнак",2
"відкритост",2
"відмовил",2
"відмін",2
"відмінник",2
"відмінніст",2
"відмічен",2
"відповідал",2
"відправляют",2
"відпрацюв",2
"відрізняют",2
"відрізняєт",2
"відчув",2
"візер",2
"вікторин",2
"віх",2
"віцепрезидентк",2
"вічн",2
"газ",2
"гайдамацьк",2
"гал",2
"гамбіт",2
"гарантк",2
"гармон",2
"гармонійн",2
"гаряч",2
"гелевер",2
"генетичн",2
"георелігійн",2
"героїчн",2
"гкб",2
"говорит",2
"годованец",2
"голубец",2
"горбач",2
"горд",2
"горизонт",2
"горнятк",2
"горобец",2
"господарств",2
"гостинн",2
"гостинніст",2
"грамотніст",2
"грант",2
"граф",2
"грек",2
"грин",2
"грицун",2
"грош",2
"гуманітарнопедагогічн",2
"гігієн",2
"гідніст",2
"гімназі",2
"гірник",2
"гірнич",2
"дают",2
"девелоперськ",2
"дезодорант",2
"декад",2
"деканат",2
"декламуванн",2
"демократі",2
"демченк",2
"демід",2
"депутат",2
"джо",2
"дз",2
"див",2
"дивит",2
"дизайнерк",2
"дизайносвіт",2
"дискутув",2
"дисперсійн",2
"диспле",2
"дитинств",2
"дифференциальных",2
"днем",2
"дном",2
"добов",2
"доброван",2
"добровольц",2
"довготривал",2
"доведен",2
"доведенн",2
"довір",2
"договір",2
"додал",2
"докл",2
"докторович",2
"документообіг",2
"документоорієнтован",2
"долучен",2
"долученн",2
"доповненн",2
"доповнюют",2
"допомоз",2
"дорученн",2
"дорівнюват",2
"досліджув",2
"досліджуван",2
"дослідн",2
"дослідниц",2
"достойн",2
"досяг",2
"досягл",2
"доуніверситетськ",2
"доход",2
"доцільн",2
"дпнпроф",2
"др",2
"драйвер",2
"дробін",2
"дрон",2
"дужич",2
"дум",2
"дут",2
"дядик",2
"дякув",2
"дякуют",2
"дячк",2
"діаспор",2
"дівчат",2
"діл",2
"ділянк",2
"еволюційн",2
"екземпляр",2
"екліптик",2
"екс",2
"екскурсовод",2
"експериментув",2
"експертнокриміналістичн",2
"експлуатаці",2
"еміл",2
"енергетик",2
"енергійн",2
"ентузіазм",2
"епох",2
"ер",2
"ес",2
"ефективност",2
"жернов",2
"жертв",2
"жит",2
"житомирськ",2
"жораївн",2
"журлив",2
"жінк",2
"забезпечув",2
"заболотн",2
"завадил",2
"загальнопедагогічн",2
"загальноєвропейськ",2
"загинул",2
"заглибит",2
"загоруйк",2
"зад",2
"задаче",2
"задоволеніст",2
"задум",2
"задіян",2
"зазначим",2
"зайт",2
"закидан",2
"закордонн",2
"закриваєт",2
"закріплен",2
"залежал",2
"залежност",2
"залишаюч",2
"залишен",2
"залуч",2
"залучил",2
"замовлен",2
"замовник",2
"заохочув",2
"запал",2
"запамят",2
"запамятал",2
"запамятаєт",2
"запорізьк",2
"запроваджуют",2
"запроваджуєт",2
"запрошуют",2
"зарпл",2
"засвоїл",2
"засвоїт",2
"заслуговуют",2
"заснован",2
"застосув",2
"застосунк",2
"затвердит",2
"зауваж",2
"захисниц",2
"захоплюют",2
"зашифрован",2
"збиранн",2
"збірк",2
"зверт",2
"звертаєт",2
"звук",2
"звуч",2
"звісн",2
"згадан",2
"згадув",2
"здат",2
"здатност",2
"здивован",2
"здивув",2
"здол",2
"земляк",2
"злагоджен",2
"зменшуюч",2
"змож",2
"змонтован",2
"змінит",2
"змінюв",2
"зна",2
"знав",2
"знайден",2
"знаменит",2
"знат",2
"знаходженн",2
"знахідк",2
"значен",2
"знаєш",2
"знищенн",2
"знов",2
"знім",2
"зобовязан",2
"зображен",2
"золот",2
"зорецвіт",2
"зорієнтув",2
"зранк",2
"зроб",2
"зусилл",2
"зявляют",2
"зясувал",2
"зібранн",2
"йдут",2
"кабел",2
"кав",2
"календарн",2
"камянецьподільськ",2
"капілярн",2
"карп",2
"картк",2
"карін",2
"каталог",2
"катан",2
"катовіц",2
"кб",2
"квартир",2
"квитк",2
"кд",2
"ке",2
"керуют",2
"керуєт",2
"києвомогилянськ",2
"класник",2
"кластер",2
"клименк",2
"коефіцієнт",2
"козленк",2
"колес",2
"коливанн",2
"колон",2
"колтун",2
"кольоров",2
"колір",2
"колісн",2
"колісник",2
"компетенці",2
"комплект",2
"комплектаці",2
"компютерноорієнтован",2
"компютерніцифр",2
"комісіє",2
"конкурентн",2
"конкурентоздатност",2
"конкурентоспроможност",2
"консультац",2
"контактн",2
"контролюв",2
"концепц",2
"концепціє",2
"концертн",2
"коопераці",2
"координ",2
"координат",2
"координац",2
"корен",2
"корецьк",2
"коригуванн",2
"користув",2
"корупц",2
"костюм",2
"костянтин",2
"котельнік",2
"котрік",2
"кра",2
"краснощеченк",2
"краєзнавч",2
"кресленн",2
"крижанівськ",2
"кримінальн",2
"криміналістичн",2
"кришк",2
"ктехнн",2
"кудревич",2
"кузьмін",2
"культ",2
"куліш",2
"купрієвич",2
"курсант",2
"курсник",2
"кушнір",2
"кфізматн",2
"кхн",2
"кібервоїн",2
"кібервійськ",2
"кіберграмотност",2
"кіберполіц",2
"кіберпростор",2
"кіберспортивн",2
"кінд",2
"лавуаз",2
"лазарєв",2
"лайк",2
"лайфхак",2
"ланц",2
"ле",2
"лев",2
"лекційн",2
"леськ",2
"лет",2
"лл",2
"логарифмічн",2
"лолевченк",2
"лпб",2
"луньов",2
"луснут",2
"лшднз",2
"любов",2
"ляпун",2
"лін",2
"лінгвістичн",2
"лінійк",2
"ліснич",2
"ліцейнауков",2
"ліяременк",2
"магістрантк",2
"магістрантівматематик",2
"мажар",2
"майстер",2
"макет",2
"макетуванн",2
"малеч",2
"малюк",2
"малєєв",2
"мапуванн",2
"маргарит",2
"мартинюк",2
"марченк",2
"мас",2
"масл",2
"маслов",2
"масмед",2
"математиц",2
"матер",2
"материк",2
"машинк",2
"мв",2
"мвлун",2
"мвс",2
"медведєв",2
"меднік",2
"медіапростор",2
"мельнік",2
"меморіальн",2
"менеджер",2
"ментор",2
"метеорологі",2
"метеорологічн",2
"метеороїд",2
"методиц",2
"мехатронн",2
"мехатронічн",2
"микит",2
"мил",2
"миттєв",2
"михайлович",2
"михайлівськ",2
"михал",2
"мки",2
"млаб",2
"мовчанн",2
"модн",2
"модуляційн",2
"молдован",2
"молекулярн",2
"молодвіж",2
"монографі",2
"монтуванн",2
"моральноетичн",2
"мотивован",2
"моторн",2
"мотузков",2
"мпса",2
"мрійц",2
"мсбобр",2
"мудр",2
"мудріст",2
"мужніст",2
"музик",2
"мультидисциплінарност",2
"мухін",2
"міб",2
"міеб",2
"міжпланетн",2
"міжпредметн",2
"мікропроцесорн",2
"мінівиставк",2
"мінімум",2
"мірошниченк",2
"місі",2
"наан",2
"набагат",2
"наближаєм",2
"нав",2
"навантаженн",2
"навчальноорганізаційн",2
"нада",2
